dpw,dpw_std,dmst,dmst_std,drad,drad_std,dmid,dmid_std
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.9881285064065343,0.013281220750263901,0.9842780541183274,0.016142068921911015,0.9828985689917716,0.017756315971150793,0.9825878936545664,0.01865364287773311
0.9786654178674903,0.016588073608009717,0.9742828259475003,0.020121086997531377,0.9749998730765274,0.018430508164046133,0.9727061554372531,0.02227757891137779
0.9656842673221661,0.017564992775622085,0.9647459953298445,0.023988560126826663,0.9647846264005208,0.02232405362697716,0.9641860078187757,0.02550495217088813
0.958138180275787,0.016489591280139642,0.9525725863898044,0.018281863570388985,0.954327342779947,0.018635018255741116,0.9509193177562377,0.02226182496247762
0.9471653659214916,0.015824123134962297,0.9457224416036738,0.021395750353428965,0.9457671789440455,0.020549627366328965,0.9451309695949841,0.023090353055200692
0.9416586177454359,0.018980377320482147,0.9356852197725949,0.02432154606473599,0.9368238702165429,0.024209987173777366,0.9334233741741906,0.02648656086874104
0.9259719867207395,0.015452769814311344,0.9210505452340898,0.022976614303497362,0.9239584621242786,0.020730616382589363,0.9185437107148539,0.02545618614022215
0.9154402102969337,0.014717095313761745,0.9077558165313174,0.021826732561917573,0.9108143246406668,0.01931644750282232,0.9050594339746256,0.026480926919588057
0.9101515446858802,0.0189023503835445,0.9057796515192712,0.024195063396336588,0.9091502905567721,0.023561512267769976,0.9054917912644906,0.027229333057043878
0.9002984019184441,0.014643807940640826,0.896100467464501,0.017618611831645054,0.8956943606269069,0.015672413718867687,0.8934407520132442,0.0190123649467688
0.892728054166859,0.01318653256390992,0.8885057803564642,0.02137580149532296,0.8912823161620885,0.02036792101156135,0.8868399243617222,0.024652125039050867
0.8774069161624347,0.014854251673543829,0.8739903176432037,0.023411104296333342,0.8754684737939656,0.018602345168861622,0.872738217320451,0.026172956709058347
0.8711814771508566,0.01786188325695379,0.866000655240121,0.02157246036963706,0.868861020978443,0.021849023307518138,0.865340538545367,0.02389857205831464
0.8666079459260597,0.01726450362633696,0.8627530975946484,0.02322207526680005,0.8629977494759485,0.01976136888154057,0.8616456092875304,0.025008938957930042
0.8579446341069865,0.01594160658602403,0.8529896686585684,0.01681440944149723,0.857116876035563,0.01798381524965623,0.8523968686174244,0.01861833563958809
0.8492875985832972,0.016700845471480243,0.8440954963135249,0.022575398886497743,0.8482044599521533,0.02105519961304868,0.8429271686380289,0.024900808469113144
0.8355987172123598,0.015269131445205157,0.8323727293716081,0.018773183157283716,0.836447110318344,0.01904511566570575,0.8329435416908335,0.021683829050853205
0.8326951529963884,0.015803500550903123,0.8307233079860024,0.020604648317723413,0.8331560564802488,0.018719754414572784,0.8301916836951945,0.021720851098807774
0.8234044236360631,0.014886123982239763,0.8204251874345359,0.020992188306452962,0.8232472773598376,0.01854319006932253,0.8207354340850063,0.023887285569572286
0.813550430408767,0.01569397164270176,0.8105163866488131,0.020809455667405725,0.8152798090397748,0.01953088267817122,0.8110326282944983,0.023761279519558844
0.8043249875752649,0.016438496843422294,0.8035164636484068,0.019082672180210123,0.8086908617883446,0.019632149467715933,0.8051526633776223,0.021505186478611053
0.7999548608753528,0.017178430733428375,0.796456727183895,0.018651085640823656,0.8012585248412762,0.01777440720396283,0.7969013301996672,0.02041883422641018
0.7927619399306292,0.01455447564968639,0.7908970073962565,0.018967414189566482,0.7942008671791616,0.017358792769668716,0.790140995882433,0.02117379048735886
0.7844672374136948,0.01701998970143423,0.7819375253651165,0.019509630214075927,0.786425026574848,0.020048571081711708,0.782144019316589,0.021773530484282856
0.7814748321965338,0.015178057133912857,0.7762590036735222,0.01957737121836112,0.7825098699646243,0.019108221072057268,0.7773216833445226,0.021154157396469083
