dpw,dpw_std,dmst,dmst_std,drad,drad_std,dmid,dmid_std
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.9855572698960191,0.014717262537030684,0.9845325915191797,0.016106251543642775,0.9820268605262349,0.017763624970837708,0.9832652756103677,0.019209268908327568
0.9788970866224305,0.01825373025998126,0.9752635531566767,0.02034366939696079,0.9763808879262053,0.01560977756668981,0.9723812418205141,0.022758506031396324
0.9641302066326858,0.01769374650605459,0.9606462556096873,0.020993018694234884,0.9627085723138465,0.01878754151292402,0.9582852321657831,0.023023263966773885
0.9567633681380721,0.01500241426094166,0.9530937662823524,0.021532201397898035,0.9537709867155231,0.018184359413615007,0.9522291350907912,0.02484196883009102
0.9458868876034034,0.019154114358554252,0.9465686878897468,0.022519727906372286,0.9463605599588696,0.02141562101582582,0.9449978277417358,0.023839892215484014
0.9399028813380466,0.02071428570855401,0.9352004201182161,0.024732027019063355,0.937656364015399,0.023258465941282055,0.9329341170862073,0.025942339374162477
0.9243867513144434,0.015228551991890922,0.9215800585617703,0.02281791865363929,0.9231066416070349,0.019345869254053464,0.9196514244699627,0.02603175778945255
0.9150573662612885,0.01636938434110738,0.9119663545983883,0.020841735328585343,0.9120616664635475,0.018941079869196686,0.9097352423007876,0.025049065460375275
0.9102889763027858,0.01798065742208882,0.9086246423152451,0.02368585080677648,0.9094960331141412,0.02103979676933306,0.9084066649687814,0.026955033905325432
0.9001420920030584,0.014360448549035157,0.8950345135960882,0.018316734539275258,0.8966606440372484,0.016968448141690434,0.8926744326971111,0.020260285713728732
0.8904205751296276,0.013801159620679487,0.8865530586402554,0.020640569802042156,0.8902722195161309,0.017597120723499976,0.8856683117353212,0.025027507853564137
0.8784748294985518,0.014396142047889264,0.8771157947421004,0.020975657607896565,0.8780598109856195,0.01798688807755901,0.8751015585011443,0.024340323895034006
0.8727045019214771,0.020435853218655684,0.8710518016732897,0.02393324970636017,0.871888914928277,0.02141123817727393,0.8703476730336775,0.027356278699734882
0.8673457654268567,0.016602664586901624,0.8640897587188063,0.02096577685939423,0.8651423579091876,0.01959215628833778,0.8631605112183326,0.022898048414172045
0.8599557399793415,0.017699010226055474,0.8577367635758933,0.018480150590228877,0.8617335552923364,0.01851951770527084,0.8565557240549556,0.01959426021125659
0.8502027112268087,0.018064864551868644,0.8471023720926741,0.022384592143715517,0.8519882591351623,0.020182789123043735,0.8463377747806407,0.024714335490291832
0.8386054586114053,0.017712045357607564,0.8363373905618252,0.020905483820801814,0.8391073280143493,0.02133734946983941,0.8362939304560523,0.0233583570218751
0.8351653245192431,0.01666295810498745,0.8345362744864606,0.020672382511821907,0.8374880666593866,0.017712427903219367,0.8345260896564904,0.02178226352609487
0.8253115420513316,0.01774208115513428,0.826203824651363,0.019958342981740356,0.8294538271956701,0.019230753805554234,0.8268564704783695,0.02231371305516977
0.8179956936933166,0.0151696485507512,0.8176952819038433,0.020263961085953134,0.8217107637881756,0.020533549885451693,0.8182256577563801,0.024288014020124024
0.8089927817904495,0.01486127479726057,0.8113165994320047,0.02013259521752119,0.8156667102684714,0.01787480131139898,0.8131798822431242,0.02282676193622619
0.8053644219203098,0.018179457621969864,0.8024051234913719,0.020370925741499367,0.8090761471800573,0.017805974386813233,0.8027761181877868,0.02310632078173085
0.7957948570016193,0.01636101442780848,0.7979815538497634,0.024723744976161026,0.7999694647720504,0.020792866749230823,0.7983956900181431,0.027348837718442674
0.7903801415100149,0.01760690995031059,0.7905576659559788,0.02142915284417554,0.7970017561902396,0.019167084485658178,0.7920645885215515,0.02425757009041763
0.7882379981851093,0.016242323143982846,0.7879552019310249,0.020723272980780593,0.794328323573717,0.019142786836340117,0.7896227684867406,0.02373089972642316
0.7754563158151114,0.016756032096047202,0.7752642846581516,0.01916873568321437,0.7838254298169995,0.01833796804855835,0.7784724175899194,0.02133544466603528
0.7678020569523356,0.016508228459433213,0.7672061219728262,0.01811215745148643,0.7742632634558394,0.01794483172602234,0.7697863044858984,0.01974072470163871
0.7697354864784048,0.016109823848444227,0.7693755194249978,0.019994048736937445,0.777029709564166,0.017292879218735954,0.7719872865424168,0.022679145113903787
0.7616830966187851,0.015358683145951187,0.7632536202694044,0.020260917307094662,0.7707040861449156,0.02076055012285796,0.7673428276432819,0.02230478239843117
0.753558669323024,0.015368466015050526,0.754418852486269,0.01750097391032149,0.7616968236459611,0.017991510870874524,0.7583979590263779,0.020475029586233186
0.743880640367155,0.015766801711933377,0.7431373737310548,0.018974462283446538,0.7516160622454052,0.01723103478462161,0.747009369698455,0.02063307803873611
0.7467591627217043,0.016927796635599318,0.7446036082860219,0.019600704288731056,0.752673870069595,0.019905700546457582,0.7473986311065788,0.022314120075409012
0.7411931919464878,0.020047467427671446,0.73912314093131,0.025017590431679247,0.7492828418972769,0.02371073504424041,0.7423953691624219,0.02723392631376951
