gen,dmid,dmid_NMDF,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,drad,drad_NMDF,dmst,dmst_NMDF
1,1.0,6036.104864125295,1.0,125.13004186179728,1.0,8.963922434277045,1.0,723167.1486696177,1.0,7865.671814018912,1.0,6195.429240048377
2,1.0,6205.793673607802,1.0,126.24590094761713,1.0,9.038731141958653,1.0,735287.9459095175,0.9984395664860262,7865.671814018912,1.0,6404.357578613789
3,0.9571521085954996,6205.793673607802,0.9836436658646945,126.24590094761713,0.984341734906458,9.038731141958653,0.968928651078658,735287.9459095175,0.9637748131637527,7865.671814018912,0.9546339291780294,6404.357578613789
4,0.9683027790225042,6205.793673607802,0.9785189163362942,126.24590094761713,0.9790207292485071,9.038731141958653,0.9584815882982796,735287.9459095175,0.9714462925401681,7865.671814018912,0.9626093700735742,6404.357578613789
5,0.9684542140912362,6205.793673607802,0.9755586615274882,126.24590094761713,0.9754732862328,9.038731141958653,0.9515481321538185,735287.9459095175,0.9691110361092707,7865.671814018912,0.9633421478238926,6404.357578613789
6,0.9328555348101859,6205.793673607802,0.9322793111423804,126.24590094761713,0.9327671000620741,9.038731141958653,0.8700544629582134,735287.9459095175,0.9266386841429265,7865.671814018912,0.9248965355629436,6404.357578613789
7,0.9323186484907341,6205.793673607802,0.9420296024903827,126.24590094761713,0.9423559699969174,9.038731141958653,0.888034774188832,735287.9459095175,0.9175441314622741,7865.671814018912,0.9228866194191668,6404.357578613789
8,0.9179952598659725,6205.793673607802,0.91553568584294,126.24590094761713,0.915374685414538,9.038731141958653,0.8379108146977662,735287.9459095175,0.924039720860688,7865.671814018912,0.9142619069826391,6404.357578613789
9,0.9074703215701834,6205.793673607802,0.9395092003089761,126.24590094761713,0.939769263443619,9.038731141958653,0.8831662685133644,735287.9459095175,0.9300548372560214,7865.671814018912,0.912448234719776,6404.357578613789
10,0.8853410375480836,6205.793673607802,0.8951919529672165,126.24590094761713,0.8957564528572993,9.038731141958653,0.8023796228354931,735287.9459095175,0.8990410428678183,7865.671814018912,0.8798571663144225,6404.357578613789
11,0.8297275193447131,6205.793673607802,0.876037809852073,126.24590094761713,0.8768776599841808,9.038731141958653,0.7689144305793336,735287.9459095175,0.8471260984250424,7865.671814018912,0.8340664241333021,6404.357578613789
12,0.8694970655014933,6205.793673607802,0.8657619840655626,126.24590094761713,0.8665059448732327,9.038731141958653,0.7508325525006545,735287.9459095175,0.8613359611217356,7865.671814018912,0.860181253619541,6404.357578613789
13,0.8645989717928401,6205.793673607802,0.8906481675092425,126.24590094761713,0.8895176965542666,9.038731141958653,0.7912417324832087,735287.9459095175,0.8638773849277621,7865.671814018912,0.8692094996323034,6404.357578613789
14,0.8572406261993132,6205.793673607802,0.87733477677952,126.24590094761713,0.8788093837133109,9.038731141958653,0.7723059329025695,735287.9459095175,0.860681649564849,7865.671814018912,0.8562467811761628,6404.357578613789
15,0.8614846360530677,6205.793673607802,0.8583505310969906,126.24590094761713,0.8583761936033837,9.038731141958653,0.736809689745034,735287.9459095175,0.8474890131461125,7865.671814018912,0.8489635787525665,6404.357578613789
16,0.8255752239919567,6205.793673607802,0.8638325245419866,126.24590094761713,0.864883518626891,9.038731141958653,0.7480235007924337,735287.9459095175,0.8389360689583649,7865.671814018912,0.8214733276299268,6404.357578613789
17,0.8665477486469972,6205.793673607802,0.8731555201620972,126.24590094761713,0.8736484906875028,9.038731141958653,0.7632616852805519,735287.9459095175,0.8707342120260031,7865.671814018912,0.862482541510729,6404.357578613789
18,0.8531658776951013,6205.793673607802,0.8581518027128682,126.24590094761713,0.8589098312226895,9.038731141958653,0.7377260981709887,735287.9459095175,0.871765532227991,7865.671814018912,0.8465549358385088,6404.357578613789
19,0.7929042692757496,6205.793673607802,0.8064301313510239,126.24590094761713,0.8067695512918615,9.038731141958653,0.6508771088916725,735287.9459095175,0.7939370685185809,7865.671814018912,0.7860758971009021,6404.357578613789
20,0.8394927540046077,6205.793673607802,0.8279359829877572,126.24590094761713,0.8295929001194515,9.038731141958653,0.688224379928604,735287.9459095175,0.8418948173483808,7865.671814018912,0.8266897787690193,6404.357578613789
21,0.8172512212811589,6205.793673607802,0.8033590152344228,126.24590094761713,0.8045935295135266,9.038731141958653,0.6473707477350358,735287.9459095175,0.8139235093748548,7865.671814018912,0.8020091285665306,6404.357578613789
22,0.7951416300165891,6205.793673607802,0.8206916984631017,126.24590094761713,0.8218537767378106,9.038731141958653,0.6754436303382043,735287.9459095175,0.8168228817210799,7865.671814018912,0.7928940015469601,6404.357578613789
23,0.7986851717850973,6205.793673607802,0.804056778335695,126.24590094761713,0.8046830691839338,9.038731141958653,0.6475148418312769,735287.9459095175,0.800562071720582,7865.671814018912,0.7930343690110178,6404.357578613789
24,0.779645836193705,6205.793673607802,0.7876205830000588,126.24590094761713,0.7879175801932077,9.038731141958653,0.6208141131775213,735287.9459095175,0.7810591041900513,7865.671814018912,0.7777124262149471,6404.357578613789
25,0.7868956609760918,6205.793673607802,0.7838076868440309,126.24590094761713,0.7840922999594235,9.038731141958653,0.6148007348556597,735287.9459095175,0.782049093042469,7865.671814018912,0.7792454494246712,6404.357578613789
26,0.7732320660431549,6205.793673607802,0.7681501239092778,126.24590094761713,0.7694844275702413,9.038731141958653,0.5921062842731034,735287.9459095175,0.7797916304546461,7865.671814018912,0.7680660638331112,6404.357578613789
