dmd,dmd_std,dpw,dpw_std,dtd,dtd_std,dmi,dmi_std
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.97394227106704,0.011772542288251045,0.977955948710727,0.011766089438951527,0.9781450518492405,0.011623399861159471,0.9569028458814847,0.022831638823944712
0.9714666425702202,0.004043674610004759,0.9703571454220619,0.0019228792035436214,0.9704434341997894,0.0018856356553179378,0.941764014603307,0.0036578086647586754
0.9430477635286553,0.014357263768027595,0.9561295949881427,0.005179573926224993,0.9561320624542334,0.005147301179183838,0.9142150155624159,0.009837040248446314
0.9347065303399494,0.00544676860544609,0.942057167239453,0.004267726171595104,0.9422179265598869,0.0046034727392830445,0.8877958130920746,0.008689225637012358
0.9334800869657416,0.014537013701036636,0.9343906192645862,0.008108795654318606,0.9346895783522582,0.007924542654884287,0.8737074062566114,0.014851665168929561
0.9237719127033824,0.018224143308845017,0.9323910384037566,0.012122995461110786,0.9326328645284742,0.01182964162961908,0.8699440004196731,0.02212197742254884
0.9186690088926528,0.018236606715498444,0.9224786708511624,0.00620923355460648,0.9227119320285131,0.0061014196403575745,0.8514345368294185,0.011234144624528791
0.905028452710582,0.007875348526123468,0.9115217340760192,0.005630876780311188,0.911804980335425,0.005267594075807369,0.8314160697118326,0.009625022327231407
0.8953055990483095,0.015271698158196931,0.8955154202423582,0.009836755032477915,0.8958217385261144,0.009886942110775954,0.8025943388402524,0.017646156776479516
0.8888895577138335,0.009125521370239534,0.8894185917897778,0.002862870666744333,0.8896994862884154,0.0029565603397721653,0.7915739171509126,0.0052556554942434705
0.8887905098906056,0.008527561828036354,0.888604304529588,0.003507081912853564,0.8887778777475509,0.003378944102110677,0.789937533236686,0.0060134314470454454
0.8643608024061038,0.005756729132232854,0.8710266103099057,0.004367206221958991,0.8714352075391766,0.004864975416912776,0.7594229889246548,0.008480521856608865
0.860954296769655,0.009940497361238611,0.8676319370798984,0.0034519755797654036,0.8678186688695276,0.0035531074538865544,0.7531218666110577,0.006173030942635345
0.8596345316694606,0.010788758503682097,0.8584214408237162,0.005176005460194277,0.8587567022670872,0.005137861374312278,0.7374894713081446,0.008833926821562527
0.8496625635426837,0.011679173362509468,0.8498037231838652,0.0052651426105576335,0.8498872171154842,0.0051824680212129775,0.7223351397910935,0.008827594340151566
0.8522295991848886,0.010704083951395495,0.8488344403393313,0.0033461902956354464,0.8490055605393474,0.0030246918921139326,0.7208195905877752,0.0051304222376230245
0.8237497313582146,0.010433829050690771,0.8243140107817295,0.007168189544706644,0.8246627161349402,0.0069081908430285045,0.6801163184837801,0.011406572909541174
0.8224765401626376,0.008795057417236829,0.8214170375304043,0.009707094929234177,0.8215859044661071,0.009778697658647945,0.6750990213452907,0.01603423823233819
0.8132155534226037,0.002254749322401114,0.8195605618570326,0.0033418649353591855,0.8199058867000284,0.0033309978086061127,0.6722567585917618,0.005456226828108948
0.8063959725455603,0.010928798607077775,0.8111427267857114,0.010275652171572858,0.8113690330774411,0.01036653716327364,0.6584271729297797,0.01685455103490348
0.7947975604960833,0.004263898629066692,0.80080763074414,0.002115540463259759,0.8012382938424158,0.0020885908207962448,0.6419871657311237,0.003345433134049824
0.7876750048884237,0.019307000402871432,0.7947856992389534,0.013399577793060367,0.7954542218288418,0.012908795393622122,0.6329140560238425,0.02043825605176696
0.7779617981070763,0.0125581700962328,0.7825708915666826,0.008412000896198273,0.783237244093364,0.008613738015921572,0.6135347770175762,0.013442725678586747
0.7692439763017106,0.009092893180225804,0.7766842660094752,0.007307085747483062,0.7773709767237688,0.0075214157517508925,0.6043622071473779,0.011655716018749748
0.7628200569118676,0.012128051819925581,0.7773853378723885,0.002784211084707507,0.7782469551756735,0.0027970712932544276,0.6056761468480262,0.004348721880976934
0.755973920041237,0.004315077994171632,0.763766219928442,0.0012097969948652028,0.7642686190734328,0.00137923449203819,0.5841084243881963,0.0021093819965567746
0.7535614761442151,0.006190100404898561,0.7640854646542184,0.0069622608784116954,0.764673034743032,0.007097853788511794,0.5847752295915222,0.010873554930093335
0.7489572331948534,0.002108435689236897,0.7551852312409747,0.0034766729084312765,0.7559752035489183,0.0037678686151906625,0.5715127052147302,0.005686795149646642
