dmd,dmd_std,dpw,dpw_std,dtd,dtd_std,dmi,dmi_std
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.985539780649625,0.0204498383201903,0.986803797881408,0.01729351359666061,0.9740808011256877,0.03392119062311026
0.9633777861281679,0.04990023622543756,0.9697225394453645,0.027235880925484884,0.9716437265181529,0.026543528255458342,0.9447960901743319,0.05131339156384541
0.9182557183761806,0.05233611409901553,0.9787093582985232,0.015220619562774668,0.9776063485959571,0.015932133469178943,0.9559680056919997,0.03132045296001867
0.9770920156986707,0.019503265011943032,0.9596315600231294,0.025108781841574588,0.9594170933117069,0.02676830892907318,0.9211977013016067,0.05086489801064734
0.9051491321862111,0.031162057957361194,0.9504680181573009,0.03441748633537299,0.9504036110733082,0.0364036485065392,0.9045922495657722,0.06963417133447154
0.911125923911413,0.05300843210807023,0.9641736548546739,0.007153560077494442,0.9645464135215066,0.006146603570371164,0.9303875645726533,0.011831543061668658
0.8915355920942645,0.05121236921790277,0.9381586422819561,0.021023347705457097,0.9397268679491956,0.018874258054113656,0.8834428239626996,0.03544950075648322
0.9034968637915419,0.02690130891927441,0.9017644249583361,0.02456485998959899,0.9015113773873714,0.025112883551836374,0.8133534204791647,0.044915308460719124
0.9091016434744864,0.06845045416997426,0.911006622343189,0.028966123788101365,0.9113961765278038,0.029522813371707844,0.8315145870988809,0.0537174764625422
0.9077470984628672,0.0308635589777181,0.9160424586204373,0.0017319356880939165,0.9168897107482561,0.00257290760689664,0.8406933615295754,0.004713972460871404
0.9480349104712479,0.03917643720404479,0.9152924625184937,0.021577382695110326,0.9161061487923748,0.023287691587497113,0.8397927924346716,0.04293696921400181
0.9043329266239205,0.0486183316787698,0.8577828605702932,0.010045781728928472,0.8581453375772634,0.012088990644869605,0.7365595641004073,0.02064537251918279
0.9120422328658991,0.01083796888289244,0.8805800706586663,0.03155388364997596,0.8812015375676325,0.03246091640639771,0.777569860905504,0.05688576022148965
0.8744606586070538,0.06382489218979912,0.8715295138223311,0.005331992139734638,0.8721832857505286,0.0033185559074049194,0.7607146967558992,0.005790373147745388
0.9206329262673925,0.05822221654404605,0.8573536455613181,0.03717195357544033,0.8579465847858859,0.036632318058824186,0.7374142690721278,0.06255985139056658
0.8633828894681455,0.024776566175567487,0.8455437435472559,0.011670683744774734,0.8450235454173441,0.013227187719303342,0.7142397508046611,0.022461557055897634
0.8590140375143215,0.012019283448314806,0.8548207959003492,0.012472584742044737,0.8537217313057277,0.011519263282974528,0.7289734879302316,0.01975239616248431
0.8539608200397115,0.030416431701328777,0.791986489707409,0.022905482118900308,0.7937994366984297,0.022066159261228728,0.6306044610872865,0.03486881764405846
0.847259208237141,0.01201089684963699,0.8382079822453324,0.011653367575934472,0.839649703823515,0.01015913842983403,0.7051148332245533,0.017045093703910576
0.8386961223455799,0.07639008886537392,0.7956418079012281,0.039620609512599214,0.7960126089777434,0.03851971607997973,0.6351198421784373,0.061500399858706964
0.8591000499904832,0.030754593538598392,0.8166445951463487,0.035777810697421704,0.8165997824796717,0.03513431539277209,0.6680696248639665,0.05742488550715076
0.7939631821980956,0.05088595577222892,0.777534233460627,0.011094128963765654,0.7807822427783794,0.009638207854211574,0.6097138056886782,0.014998360456734113
0.8212693783490382,0.02323405856782117,0.8019425935051471,0.014298004878814705,0.803651968012154,0.014865836135887907,0.6460774787738274,0.02385822238894647
0.7962385879660848,0.037866626219014946,0.7769579653004399,0.05918261330249717,0.7773081328864081,0.05817271372887301,0.6075919980739358,0.091833775470102
0.8209458397746646,0.09459958112226219,0.7839694805690476,0.006948046359280372,0.7873139150060972,0.009233235686784273,0.6199484534034757,0.014478967581349192
0.8418357303697319,0.04666166188193112,0.784500823726559,0.051132361671459715,0.7864727811171565,0.0534050704118194,0.6213915369838472,0.0842498400864141
0.8721327942047613,0.02809474659434018,0.7776892645614923,0.0275067981442495,0.7786869968069535,0.02868044705155724,0.60717600703931,0.044297000073812764
0.7796818606605148,0.07805501104473811,0.7525565286201353,0.02034507043653357,0.754536764070385,0.019326932155992592,0.5696992586403705,0.02934718163123063
0.7321770035025909,0.015154480201276755,0.7208540188569605,0.014972345697337639,0.7239949239975392,0.012066140836752887,0.5243142417288958,0.017407596141632554
0.7738432023380358,0.01123142370531689,0.7413527838514672,0.015623989248058258,0.7436375225020275,0.015582191547571752,0.5532395695663787,0.023010165599123132
0.80230425141971,0.03359041125303484,0.7361577529424101,0.03958744623861487,0.7391598372908298,0.040386546104842776,0.5479883381700853,0.05913657920866122
0.8194360117704536,0.016639895957760758,0.7208666107229229,0.017343431385613967,0.7228831973020267,0.018936727554512353,0.5229187165920745,0.027130716709570454
0.7962959093857177,0.01913317310914559,0.7014591126903826,0.029673723513225937,0.703674375964051,0.029391701951553724,0.49602149953200597,0.04162409877399083
0.7971304823277849,0.030564603487162296,0.710612506792816,0.0157072565121104,0.713691331422715,0.014850404272581483,0.5095758510549874,0.021063510053024558
0.8258154899434104,0.032444014682311326,0.7193421387850245,0.006902576339323263,0.7244934654716739,0.01004333810895931,0.5249916501515266,0.014569700847013603
0.7850945599468581,0.0760522163658504,0.731272702296283,0.026676126840956056,0.7332806311587451,0.024538101145745967,0.5383026024404071,0.0357665703325672
0.777383472368164,0.06335271668286085,0.7014974724459234,0.01612689456560938,0.7059479742663713,0.014658220905837325,0.4985774058109172,0.02054399146223011
0.7661744803419054,0.031213967575869653,0.722022068869006,0.010253986102849477,0.7252927010529082,0.012547836149929681,0.5262069503926687,0.018147821041649127
0.7731298266713882,0.02154833698306778,0.6747933717502747,0.01084567367074826,0.6807080360415269,0.015477753248533697,0.46360299117713527,0.021217516743896922
0.7005989840999546,0.0456635720481495,0.6755125538893293,0.024578206741192606,0.6804825710650849,0.027191607375070717,0.4637959130349886,0.03664016304202153
0.7176990214458351,0.07150815034813504,0.7006039228583071,0.003323698031381312,0.708860704514105,0.003302149763612065,0.5024944025972958,0.004673825655112668
0.7399737354615571,0.007083236085018377,0.6826099920793093,0.04009239769108041,0.6916501910799585,0.04143493730583715,0.48009684085048204,0.056685000087170395
0.7326041002466424,0.026282363103759896,0.658810648034964,0.006576416567509591,0.6654941949918249,0.004043916504074381,0.44289887682850954,0.005393961939160142
0.7682655166886619,0.020173433512661293,0.6690798492123452,0.008387954505159612,0.6759536317155616,0.006288688406054408,0.45695285983132505,0.00850936448395762
0.7433642893350526,0.00424705640944126,0.6695964059305722,0.0120429801631565,0.679936668071743,0.01755429845746975,0.4626220259828386,0.02386311756477674
0.7575345744894132,0.06568349202805748,0.7012608806237616,0.02768768265631466,0.7121071924110627,0.035499895710394774,0.5083568960790158,0.050991331662863196
