gen,dpw,dpw_NMDF,dmst,dmst_NMDF,drad,drad_NMDF,dmid,dmid_NMDF
1,1.0,128.2780689380274,1.0,6389.306487196991,1.0,7982.333670330082,1.0,6212.890772481141
2,0.9996007505055103,128.2780689380274,1.0,6465.639609573835,0.9948263227263643,7982.333670330082,1.0,6275.087203819087
3,0.9531510414506843,128.2780689380274,0.9423765316629185,6465.639609573835,0.945604859165851,7982.333670330082,0.94546462297369,6275.087203819087
4,0.9391441659541908,128.2780689380274,0.9341608119214501,6465.639609573835,0.9399047092354971,7982.333670330082,0.9391869422808314,6275.087203819087
5,0.9459760912272372,128.2780689380274,0.9251128898682037,6465.639609573835,0.9178896353147085,7982.333670330082,0.9177281282452896,6275.087203819087
6,0.9177219385840117,128.2780689380274,0.9051538093658053,6465.639609573835,0.9130734862232792,7982.333670330082,0.9086177938132565,6275.087203819087
7,0.9311793077811673,128.2780689380274,0.9055897710923876,6465.639609573835,0.9074385449690908,7982.333670330082,0.8974521400583614,6275.087203819087
8,0.8903554713258508,128.2780689380274,0.879496643680839,6465.639609573835,0.8738534788604794,7982.333670330082,0.8736273049833218,6275.087203819087
9,0.8874105053313788,128.2780689380274,0.8705275868437294,6465.639609573835,0.8918189747711521,7982.333670330082,0.8684138108184645,6275.087203819087
10,0.8932128890645877,128.2780689380274,0.8906293561200409,6465.639609573835,0.8769817371206319,7982.333670330082,0.8902631411607538,6275.087203819087
11,0.8983737770204335,128.2780689380274,0.8804897301966801,6465.639609573835,0.8694334222993442,7982.333670330082,0.8783400137140386,6275.087203819087
12,0.8890235781384662,128.2780689380274,0.8853144809691671,6465.639609573835,0.8909878157857131,7982.333670330082,0.888218774004504,6275.087203819087
13,0.8711165538301422,128.2780689380274,0.8577839645442547,6465.639609573835,0.8583744172280993,7982.333670330082,0.8546434840163253,6275.087203819087
14,0.8474170742015144,128.2780689380274,0.8238071156874504,6465.639609573835,0.84046066928272,7982.333670330082,0.8257936041066534,6275.087203819087
15,0.8115539778775822,128.2780689380274,0.8101371445754902,6465.639609573835,0.8156991323431038,7982.333670330082,0.8056742843787238,6275.087203819087
16,0.8403815732987152,128.2780689380274,0.8270298661685199,6465.639609573835,0.8360775910254802,7982.333670330082,0.8278791631032838,6275.087203819087
17,0.8248721528079506,128.2780689380274,0.8236157951383212,6465.639609573835,0.8236192278125022,7982.333670330082,0.8322082407365163,6275.087203819087
18,0.8264090552104298,128.2780689380274,0.8221708064821953,6465.639609573835,0.8165129870887379,7982.333670330082,0.8228488813324535,6275.087203819087
19,0.8228412874982026,128.2780689380274,0.8054968135679742,6465.639609573835,0.8272502746548925,7982.333670330082,0.8106306411430372,6275.087203819087
20,0.8205646727955247,128.2780689380274,0.8100026053246715,6465.639609573835,0.8066269201594238,7982.333670330082,0.8106839336210908,6275.087203819087
21,0.7972865985688585,128.2780689380274,0.7971409743572236,6465.639609573835,0.7883006876059064,7982.333670330082,0.8040222933026112,6275.087203819087
22,0.783321680494304,128.2780689380274,0.768436172992701,6465.639609573835,0.7780242552411231,7982.333670330082,0.7728707273666869,6275.087203819087
23,0.7886594791843827,128.2780689380274,0.7690685973542151,6465.639609573835,0.7820168120008643,7982.333670330082,0.7704815200849192,6275.087203819087
24,0.7664713893207303,128.2780689380274,0.7693713187319989,6465.639609573835,0.7635573233275096,7982.333670330082,0.7769595483263475,6275.087203819087
25,0.7609389415677046,128.2780689380274,0.7520768213686775,6465.639609573835,0.7634059910412779,7982.333670330082,0.7604859628973567,6275.087203819087
26,0.7889520361446769,128.2780689380274,0.7802420576968802,6465.639609573835,0.7818276954650752,7982.333670330082,0.7790305218484814,6275.087203819087
27,0.748392447913473,128.2780689380274,0.7180312993287958,6465.639609573835,0.7169289525623133,7982.333670330082,0.7082377147747441,6275.087203819087
28,0.768175376564403,128.2780689380274,0.7566360881514137,6465.639609573835,0.7512441039658254,7982.333670330082,0.759196299280906,6275.087203819087
29,0.7748504524343199,128.2780689380274,0.7666533505509585,6465.639609573835,0.7903979821753855,7982.333670330082,0.7697411672751087,6275.087203819087
30,0.725772495606962,128.2780689380274,0.7222140360494547,6465.639609573835,0.7269598067645435,7982.333670330082,0.7259585248161129,6275.087203819087
31,0.719131264576666,128.2780689380274,0.6934031628864883,6465.639609573835,0.7121576280994328,7982.333670330082,0.6953421086602296,6275.087203819087
32,0.7407187347604944,128.2780689380274,0.7440846381839673,6465.639609573835,0.7487701728441196,7982.333670330082,0.7505352116966653,6275.087203819087
33,0.7238850769297737,128.2780689380274,0.7019955259438899,6465.639609573835,0.7046973639165519,7982.333670330082,0.6936474710051412,6275.087203819087
34,0.7189390601294156,128.2780689380274,0.702687328426395,6465.639609573835,0.7200095780567802,7982.333670330082,0.7127507209765296,6275.087203819087
35,0.728244056275391,128.2780689380274,0.7110648280980052,6465.639609573835,0.7155897976410839,7982.333670330082,0.7042938555764293,6275.087203819087
36,0.7075759112280483,128.2780689380274,0.697277242720379,6465.639609573835,0.7099534852090996,7982.333670330082,0.7056435794082042,6275.087203819087
37,0.7357927637920483,128.2780689380274,0.7032957530066138,6465.639609573835,0.722619571246435,7982.333670330082,0.7056374482663854,6275.087203819087
38,0.6917948119734044,128.2780689380274,0.6807344657367771,6465.639609573835,0.6724618787937111,7982.333670330082,0.6848103065146247,6275.087203819087
39,0.6713537279718759,128.2780689380274,0.6526934901063662,6465.639609573835,0.6611766738599976,7982.333670330082,0.6550225709073988,6275.087203819087
