gen,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,dvac,dvac_NMDF,dtap,dtap_NMDF,dmid,dmid_NMDF
1,1.0,266.8990819855767,1.0,4.190108710084125,1.0,3555294.7279703743,1.0,0.44243384501076227,1.0,18.855489195378553,1.0,20741.478900608006
2,1.0,270.38416776941636,1.0,4.243489715464431,1.0,3646459.005463616,1.0,1.0405451793712501,1.0,19.095703719589952,1.0,21240.92763470043
3,0.9807453325021493,270.38416776941636,0.9811682435671103,4.243489715464431,0.9626911221845666,3646459.005463616,1.0,1.4523261007882935,0.9811682435671095,19.095703719589952,0.974984675048852,21240.92763470043
4,0.9746518375265681,270.38416776941636,0.974772202105153,4.243489715464431,0.950180845996928,3646459.005463616,0.6823182484990092,1.4523261007882935,0.9747722021051525,19.095703719589952,0.9753907494101464,21240.92763470043
5,0.9589746540974552,270.38416776941636,0.9590999293521891,4.243489715464431,0.9198726744833772,3646459.005463616,0.717801786651519,1.4523261007882935,0.9590999293521908,19.095703719589952,0.957115205776271,21240.92763470043
6,0.9595243452439768,270.38416776941636,0.959527218936437,4.243489715464431,0.920692483879895,3646459.005463616,0.3256392282618975,1.4523261007882935,0.959527218936438,19.095703719589952,0.9648514652099771,21240.92763470043
7,0.9381754336512514,270.38416776941636,0.9387536422099295,4.243489715464431,0.8812584007624088,3646459.005463616,0.29806145661468747,1.4523261007882935,0.93875364220993,19.095703719589952,0.933381548710391,21240.92763470043
8,0.9427953319009764,270.38416776941636,0.9431308719729444,4.243489715464431,0.8894958416684451,3646459.005463616,0.25062079273328325,1.4523261007882935,0.9431308719729437,19.095703719589952,0.9423464137446442,21240.92763470043
9,0.9222007728502518,270.38416776941636,0.9224985079055268,4.243489715464431,0.8510034970879214,3646459.005463616,0.10490597230589627,1.4523261007882935,0.9224985079055259,19.095703719589952,0.9156087477469389,21240.92763470043
10,0.8933752048068533,270.38416776941636,0.8933642118742839,4.243489715464431,0.7980996150577596,3646459.005463616,0.3194985774083282,1.4523261007882935,0.8933642118742835,19.095703719589952,0.8954683768883535,21240.92763470043
11,0.9123822771967188,270.38416776941636,0.9127456760308956,4.243489715464431,0.8331046691130948,3646459.005463616,1.0,1.4887300985455512,0.9127456760308947,19.095703719589952,0.9108605433670178,21240.92763470043
12,0.8978797620351653,270.38416776941636,0.8979288528898864,4.243489715464431,0.8062762248521432,3646459.005463616,0.29204361140283813,1.4887300985455512,0.8979288528898842,19.095703719589952,0.8893690986011894,21240.92763470043
13,0.8992352215374421,270.38416776941636,0.8992884561853319,4.243489715464431,0.8087197274281969,3646459.005463616,0.1984892904089021,1.4887300985455512,0.8992884561853317,19.095703719589952,0.9028852090711627,21240.92763470043
14,0.8778656458170687,270.38416776941636,0.8780378156406803,4.243489715464431,0.7709504056950562,3646459.005463616,0.35484877087732897,1.4887300985455512,0.8780378156406797,19.095703719589952,0.8820925372534839,21240.92763470043
15,0.8679274658854998,270.38416776941636,0.8680304917664692,4.243489715464431,0.753476934636336,3646459.005463616,1.0,1.5972944909645497,0.868030491766468,19.095703719589952,0.8739389162277545,21240.92763470043
16,0.8632684922638011,270.38416776941636,0.8635583778101728,4.243489715464431,0.7457330718861339,3646459.005463616,0.45709922279310344,1.5972944909645497,0.863558377810171,19.095703719589952,0.8682896001473228,21240.92763470043
17,0.8548545001543896,270.38416776941636,0.8549517596765388,4.243489715464431,0.7309425113740092,3646459.005463616,0.22957709654918798,1.5972944909645497,0.8549517596765384,19.095703719589952,0.8585523935263134,21240.92763470043
18,0.8437447766818221,270.38416776941636,0.8442522510980452,4.243489715464431,0.7127618634841157,3646459.005463616,1.0,2.020810089934952,0.8442522510980448,19.095703719589952,0.8349806270615521,21240.92763470043
19,0.8346639800933984,270.38416776941636,0.8348268566334379,4.243489715464431,0.6969358805564645,3646459.005463616,0.08463872967381222,2.020810089934952,0.8348268566334367,19.095703719589952,0.8380974198302366,21240.92763470043
20,0.8322162544689501,270.38416776941636,0.8323856620413322,4.243489715464431,0.692865890371986,3646459.005463616,0.2593215333927048,2.020810089934952,0.8323856620413317,19.095703719589952,0.833538368550433,21240.92763470043
21,0.8218385312964618,270.38416776941636,0.822030555812112,4.243489715464431,0.6757342346887691,3646459.005463616,0.17378353319961126,2.020810089934952,0.8220305558121117,19.095703719589952,0.8212968268230123,21240.92763470043
22,0.8037676375123242,270.38416776941636,0.8041020733933537,4.243489715464431,0.6465801444354906,3646459.005463616,0.8708147689279248,2.020810089934952,0.8041020733933539,19.095703719589952,0.8068832090821435,21240.92763470043
23,0.7972133003082693,270.38416776941636,0.79766997451226,4.243489715464431,0.6362773882383893,3646459.005463616,0.16959496461587678,2.020810089934952,0.7976699745122598,19.095703719589952,0.794427596745822,21240.92763470043
24,0.7866829961447764,270.38416776941636,0.7871472019089691,4.243489715464431,0.6196007174731181,3646459.005463616,0.40194078952659035,2.020810089934952,0.7871472019089683,19.095703719589952,0.7818723586060752,21240.92763470043
25,0.7800066986045865,270.38416776941636,0.7805245307267281,4.243489715464431,0.6092185430661807,3646459.005463616,0.30656456715440084,2.020810089934952,0.7805245307267292,19.095703719589952,0.7700388587311232,21240.92763470043
26,0.7876625736383127,270.38416776941636,0.7880575688376641,4.243489715464431,0.6210347318023296,3646459.005463616,0.24606363986657667,2.020810089934952,0.7880575688376641,19.095703719589952,0.7788432669200787,21240.92763470043
