dmid,dmid_std,dpw,dpw_std,dtd,dtd_std,dmi,dmi_std,dvac,dvac_std,dtap,dtap_std
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.983420004020574,0.016543505387827038,0.9884850422155204,0.012694465622271034,0.9885944823086719,0.012585399073140442,0.9774774427209816,0.024765024499595084,0.7657839249525767,0.3008833528516101,0.988594482308672,0.012585399073140427
0.9702380258939328,0.019899142510507888,0.9768876328246568,0.01728501502110446,0.9770331612804207,0.017132719045344406,0.9548873283034988,0.03336113429204483,0.6461739177797792,0.3025165614052939,0.9770331612804206,0.017132719045344556
0.9626064327929525,0.023649391129982274,0.9655718670310444,0.016455249050453414,0.9657694082306933,0.01624497519539876,0.9329744490933624,0.031181436524899984,0.6271784663797169,0.3388423324323806,0.9657694082306937,0.01624497519539894
0.9488957398546836,0.019638813088909742,0.9569351766912891,0.01668083229796445,0.9571152661580011,0.0167520291931489,0.9163502631947898,0.03214998543520965,0.539601810317812,0.2906559906288593,0.9571152661580009,0.016752029193148874
0.9421469203491951,0.022734960098063233,0.9442140374831572,0.015403418085769798,0.9442813774454853,0.015264960681600501,0.8919003388149543,0.02883060686556509,0.5253418766223088,0.3289695147198313,0.9442813774454858,0.015264960681600367
0.929160469741887,0.025550242815898908,0.9400193716122922,0.017708508263179643,0.9400895506204541,0.017636716881067202,0.884079416968111,0.03325029716479143,0.4892850215052201,0.32751790543607706,0.9400895506204542,0.017636716881067074
0.9186113794699733,0.02352337996198057,0.9229266984935529,0.014769810411177305,0.9231843529322797,0.014451167198219645,0.8524781857323823,0.026583950453605894,0.44214936294755375,0.28235865692753653,0.92318435293228,0.014451167198219572
0.899230532074971,0.02469000498319389,0.9125848116910135,0.014564039680547782,0.9129281978452346,0.014465327365701707,0.8336471401167445,0.026371340085476154,0.38029954403895216,0.24225968946811438,0.9129281978452352,0.014465327365701738
0.8964156103039826,0.025901899109452235,0.9047493522484977,0.018321114178862695,0.9049331534080894,0.018108460567178138,0.8192319284812213,0.03278024501768415,0.41158318203490163,0.30219868754442414,0.9049331534080891,0.018108460567178068
0.8867972711764135,0.021597908629002356,0.8950530133394783,0.013580768159904269,0.8951143266868878,0.013371802857550734,0.8014084629517818,0.023897804049833552,0.3815986426738824,0.28868508341107196,0.8951143266868878,0.013371802857550628
0.8794554165908476,0.02448713239667215,0.8852971517595077,0.013097974477053775,0.8855563111421385,0.012912249046356357,0.784376706379107,0.022919115235904237,0.41629779450187576,0.2880809600915156,0.8855563111421381,0.012912249046356331
0.8632549029190486,0.02337708450298813,0.8707001629056265,0.012897906732846345,0.8708263940761316,0.012631773528378172,0.7584981703221105,0.02198290819307627,0.37885071179352187,0.2864155421856215,0.8708263940761317,0.012631773528378097
0.8554690310181736,0.02287686796264297,0.8624157871288276,0.017856781075802623,0.8626083938653089,0.017696464147118784,0.7444064060101984,0.03047499924945298,0.3424210917322983,0.21709177002115188,0.8626083938653089,0.01769646414711862
0.8491227542243053,0.0237838258913011,0.856703744559742,0.01494188256027157,0.8567444726395408,0.014744659622472863,0.7342284963857876,0.025243922122940087,0.3296771971143289,0.2608578454282765,0.8567444726395407,0.014744659622472813
0.8358474342264618,0.019354224206515912,0.8448186949838182,0.015485014473671743,0.8450582543219715,0.015377685492864803,0.7143599264088152,0.025913253325640984,0.2840550625827628,0.22919030635377652,0.8450582543219715,0.015377685492864801
0.8275565915777539,0.02387457743074608,0.8353266837866855,0.016952660807354122,0.8355339045038597,0.016710955476991345,0.6983961616084186,0.0279181546400899,0.3444144427278738,0.2779869460765777,0.8355339045038598,0.01671095547699135
0.8171764418202507,0.0204872773953903,0.8212818130275389,0.01357675314185093,0.8214547113475515,0.013360694335982247,0.6749663509482288,0.02199982908019756,0.3973173737878158,0.2926389256672819,0.8214547113475515,0.013360694335982175
0.8122457785813593,0.020807617573473287,0.8173803660932848,0.014041566994964316,0.8174724221434004,0.013845780586346881,0.6684528666050433,0.02262753513869049,0.27821404464771304,0.19835814329213072,0.8174724221434003,0.0138457805863469
0.7961832095355433,0.020044042969341584,0.8025169899945971,0.013673908689197465,0.8027567719587592,0.013444903417257213,0.6445992003535465,0.02164247732327187,0.22677610006354024,0.18783714492347214,0.8027567719587592,0.01344490341725714
0.7873744808221521,0.02062040610352819,0.7932128335686618,0.012550737277695729,0.7933626768374695,0.012363740220551046,0.629577199070956,0.019587928066425876,0.2650792977129968,0.2087999381263327,0.7933626768374695,0.012363740220551088
0.7797872694241339,0.019839762971933298,0.7820613831559129,0.014751077060144075,0.7822621192558432,0.014755091000396233,0.6121517359330736,0.02305424497277801,0.2687819338117613,0.20274037811902862,0.7822621192558433,0.014755091000396183
0.7689724924131086,0.01852361349994249,0.7743842514888348,0.015945102866658265,0.7744565375692418,0.015813749730244266,0.6000330032642697,0.02451548429566433,0.27864040575947024,0.23670842198221648,0.774456537569242,0.015813749730244343
0.7577901753416149,0.01823738104946407,0.7645265530237566,0.013693231851875853,0.7645189535114423,0.013446145436578825,0.5846700291053331,0.020544950970975008,0.2344924478779838,0.20928129572298163,0.7645189535114425,0.013446145436578832
0.7457875028301276,0.019138085043253813,0.7527661736147304,0.014561854675137492,0.7528310862241626,0.014395377280537427,0.5669618712725021,0.021686879463103808,0.2507277454282101,0.2167887945187202,0.7528310862241628,0.014395377280537318
0.7393182381461745,0.01942850909213426,0.7461931552202294,0.013347920062948535,0.7464095605856804,0.013214695628533741,0.5573018603142625,0.019595867839112654,0.24972115768142739,0.223880947019693,0.7464095605856804,0.013214695628533746
