dpw,dpw_std,dtd,dtd_std,dmi,dmi_std,dvac,dvac_std,dtap,dtap_std,dmid,dmid_std
0.7551829341373868,0.025446489165287696,0.760346000303481,0.025267403110775983,0.5787644818374637,0.03845037439276568,0.46689973775253607,0.2338769205461703,0.760346000303481,0.02526740311077593,0.4615238565807339,0.012753797736405606
0.7599361428082642,0.027162952948396542,0.7653876191147829,0.027272565761246075,0.5865620003373972,0.04162257452801445,0.4559346978366922,0.2533149064919827,0.7653876191147829,0.027272565761246047,0.4451894483993858,0.012097402280646374
0.7646777811721344,0.02497757881110554,0.7702142502824337,0.025066010550618398,0.5938582962230547,0.038559370299855546,0.4200153060052008,0.2143479037408552,0.7702142502824337,0.02506601055061839,0.4305632900900699,0.012893766184352666
0.7703851136403551,0.023795477001765587,0.7761811138954791,0.023702217209284424,0.6030189166686628,0.036919362614307394,0.4674710383596626,0.2315810660104091,0.776181113895479,0.023702217209284407,0.4140765634686284,0.011158062792226833
0.7779496014778786,0.023964708088267794,0.7838874483980236,0.0240053577115158,0.6150557889548218,0.03757684815764379,0.4685520377144771,0.26303675231244356,0.7838874483980234,0.024005357711515813,0.3997066022645048,0.01018309071784394
0.7835719926052366,0.02650011739497265,0.7897604807075268,0.026512144197302943,0.6244245106773226,0.0420407942635001,0.4562466623343445,0.21699933301530153,0.7897604807075271,0.02651214419730296,0.38399476727262266,0.012643674882235608
0.7901816622161018,0.026563557174380636,0.7966503167874593,0.026623957067590184,0.6353605623274958,0.04256585806528145,0.4771238480845896,0.21704959454006517,0.7966503167874592,0.026623957067590128,0.36749483713171954,0.010732197690995676
0.79484608410689,0.024527742476474594,0.8014484527933563,0.024452523473623724,0.6429175483890931,0.03936449456297497,0.47387502806744364,0.21372567822935326,0.8014484527933565,0.02445252347362371,0.35206371036462436,0.008620307766222707
0.8026142530434557,0.026493659618315128,0.8094392469417764,0.026487114494685386,0.6558934617239247,0.04306365704226996,0.49250700868294217,0.2467502150733159,0.8094392469417763,0.02648711449468535,0.33582010071911556,0.00994705972859907
0.8096314883455834,0.02661705535720433,0.8167266416845921,0.02663959576868205,0.6677520753001108,0.04365829145337285,0.49828136176957527,0.23745068297238545,0.8167266416845921,0.026639595768682058,0.31927896651467935,0.010604109809812324
