gen,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,dvac,dvac_NMDF,dtap,dtap_NMDF,dmid,dmid_NMDF
1,1.0,125.31985358403445,1.0,8.97957737387485,1.0,806328.0981340534,1.0,5.719549175882354,1.0,8.97957737387486,1.0,6822.68205089279
2,0.9946417450400209,125.31985358403445,0.9941456261776133,8.97957737387485,0.9883255260480772,806328.0981340534,0.6286150382221266,5.719549175882354,0.9941456261776125,8.97957737387486,0.9678568357093609,6822.68205089279
3,0.9691350477031344,125.31985358403445,0.9684827750370263,8.97957737387485,0.9379588855434174,806328.0981340534,0.3515322432718497,5.719549175882354,0.9684827750370254,8.97957737387486,0.9327445328963692,6822.68205089279
4,0.9737868710374521,125.31985358403445,0.974052718037016,8.97957737387485,0.9487786975152954,806328.0981340534,0.7327889322295293,5.719549175882354,0.9740527180370144,8.97957737387486,0.9439714996250137,6822.68205089279
5,0.954642675835297,125.31985358403445,0.9543150691787412,8.97957737387485,0.9107172512616236,806328.0981340534,0.7543071107110084,5.719549175882354,0.9543150691787402,8.97957737387486,0.9360884333823296,6822.68205089279
6,0.947719233185194,125.31985358403445,0.9479933728635732,8.97957737387485,0.8986914349932505,806328.0981340534,0.4011846748629183,5.719549175882354,0.9479933728635714,8.97957737387486,0.9495065857001338,6822.68205089279
7,0.9654927159708575,125.31985358403445,0.9651238405217892,8.97957737387485,0.9314640275435259,806328.0981340534,0.31349615277300946,5.719549175882354,0.965123840521788,8.97957737387486,0.9525053443751814,6822.68205089279
8,0.9469426696271225,125.31985358403445,0.9468292399686076,8.97957737387485,0.8964856096595283,806328.0981340534,0.5078569118109414,5.719549175882354,0.946829239968606,8.97957737387486,0.928327774104424,6822.68205089279
9,0.9398925553699414,125.31985358403445,0.9406249703595988,8.97957737387485,0.8847753348639934,806328.0981340534,0.8002792691729989,5.719549175882354,0.9406249703595974,8.97957737387486,0.8792176818072792,6822.68205089279
10,0.9136703394681354,125.31985358403445,0.913606950440348,8.97957737387485,0.8346776598929114,806328.0981340534,0.26728278574955766,5.719549175882354,0.9136069504403473,8.97957737387486,0.8893830681877407,6822.68205089279
11,0.9019237903305324,125.31985358403445,0.9028493756198226,8.97957737387485,0.8151369950571014,806328.0981340534,0.3105529599137573,5.719549175882354,0.9028493756198213,8.97957737387486,0.8830796226548313,6822.68205089279
12,0.9160275186315825,125.31985358403445,0.9163178554443921,8.97957737387485,0.8396384122062092,806328.0981340534,0.24683913632384916,5.719549175882354,0.9163178554443917,8.97957737387486,0.890341916428295,6822.68205089279
13,0.9129341795826867,125.31985358403445,0.9118242848629952,8.97957737387485,0.8314235264659108,806328.0981340534,0.8252014301099297,5.719549175882354,0.9118242848629942,8.97957737387486,0.8951190427811855,6822.68205089279
14,0.9004144764900069,125.31985358403445,0.9003516401814453,8.97957737387485,0.8106330759774173,806328.0981340534,0.29083495384173635,5.719549175882354,0.9003516401814444,8.97957737387486,0.8873459943915363,6822.68205089279
15,0.8506718611398544,125.31985358403445,0.8504521893710193,8.97957737387485,0.7232689264059584,806328.0981340534,0.23719212285909982,5.719549175882354,0.8504521893710183,8.97957737387486,0.8337735130577301,6822.68205089279
16,0.8688994572656721,125.31985358403445,0.8699621848858688,8.97957737387485,0.7568342031313937,806328.0981340534,0.07740708860419108,5.719549175882354,0.8699621848858683,8.97957737387486,0.8366355426121589,6822.68205089279
17,0.8514774570995128,125.31985358403445,0.8514848819509586,8.97957737387485,0.7250265041910353,806328.0981340534,0.2410203045257572,5.719549175882354,0.851484881950957,8.97957737387486,0.8273453559633801,6822.68205089279
