gen,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,dvac,dvac_NMDF,dtap,dtap_NMDF
1,1.0,126.46316986377819,1.0,9.070057275093685,1.0,822659.3897347986,1.0,1.084184080380898,1.0,9.070057275093683
2,1.0,126.89679500833898,1.0,9.083664806960343,1.0,825129.6632520986,1.0,3.870792376295128,1.0,9.083664806960341
3,0.95826026535927,126.89679500833898,0.9586194786655144,9.083664806960343,0.9189513048769427,825129.6632520986,0.4433193556745504,3.870792376295128,0.9586194786655144,9.083664806960341
4,0.9731849434794775,126.89679500833898,0.9732717385479943,9.083664806960343,0.9472578770562355,825129.6632520986,1.0,6.530277146192005,0.9732717385479944,9.083664806960341
5,0.9601609839089146,126.89679500833898,0.960841934905176,9.083664806960343,0.9232172238723219,825129.6632520986,0.5238879544882062,6.530277146192005,0.9608419349051758,9.083664806960341
6,0.9444305987581781,126.89679500833898,0.9461077477163785,9.083664806960343,0.8951198702889606,825129.6632520986,0.15004915397773894,6.530277146192005,0.9461077477163797,9.083664806960341
7,0.9182711435993811,126.89679500833898,0.9193855406650371,9.083664806960343,0.8452697723839423,825129.6632520986,0.2641324454277702,6.530277146192005,0.9193855406650371,9.083664806960341
8,0.9191072185659404,126.89679500833898,0.9207825128783276,9.083664806960343,0.8478404360225271,825129.6632520986,0.1514255642955931,6.530277146192005,0.9207825128783274,9.083664806960341
9,0.8973222036910595,126.89679500833898,0.8982186994350386,9.083664806960343,0.8067968320147707,825129.6632520986,0.2620271193121201,6.530277146192005,0.8982186994350377,9.083664806960341
10,0.9128661891395509,126.89679500833898,0.91379898929298,9.083664806960343,0.8350285928328712,825129.6632520986,0.38311096103398556,6.530277146192005,0.9137989892929798,9.083664806960341
11,0.9110295805958287,126.89679500833898,0.9114018962695271,9.083664806960343,0.8306534165236905,825129.6632520986,0.210517263485809,6.530277146192005,0.9114018962695274,9.083664806960341
12,0.8809353161974124,126.89679500833898,0.881642982492556,9.083664806960343,0.7772943485783703,825129.6632520986,0.8676065071505477,6.530277146192005,0.8816429824925567,9.083664806960341
13,0.8712130720164405,126.89679500833898,0.8728482677478628,9.083664806960343,0.7618640985104448,825129.6632520986,0.2529249467926519,6.530277146192005,0.8728482677478628,9.083664806960341
14,0.8752881592234594,126.89679500833898,0.8757866643512012,9.083664806960343,0.7670022814554048,825129.6632520986,0.9435258338094643,6.530277146192005,0.8757866643512021,9.083664806960341
15,0.8508711016615566,126.89679500833898,0.8522831295862802,9.083664806960343,0.7263865329773843,825129.6632520986,0.6617468497721314,6.530277146192005,0.8522831295862803,9.083664806960341
16,0.8613744535892924,126.89679500833898,0.8637091093915551,9.083664806960343,0.7459934256459515,825129.6632520986,0.45646640948704675,6.530277146192005,0.8637091093915542,9.083664806960341
17,0.8419188359424291,126.89679500833898,0.8434324590399512,9.083664806960343,0.71137831296218,825129.6632520986,0.17497050536657194,6.530277146192005,0.8434324590399519,9.083664806960341
18,0.8317349802666798,126.89679500833898,0.8333808977416867,9.083664806960343,0.6945237207207389,825129.6632520986,0.11757251781351383,6.530277146192005,0.8333808977416862,9.083664806960341
19,0.8446297965406415,126.89679500833898,0.8462677859909593,9.083664806960343,0.7161691656060396,825129.6632520986,0.751618045402208,6.530277146192005,0.8462677859909591,9.083664806960341
20,0.8051945833050608,126.89679500833898,0.806944308489863,9.083664806960343,0.6511591170041835,825129.6632520986,0.37543759036896013,6.530277146192005,0.8069443084898633,9.083664806960341
21,0.8078129999788362,126.89679500833898,0.8086236621836875,9.083664806960343,0.6538722270433588,825129.6632520986,0.47133421698440847,6.530277146192005,0.8086236621836879,9.083664806960341
22,0.8013880440090113,126.89679500833898,0.8022479514487943,9.083664806960343,0.6436017756037881,825129.6632520986,0.5140168932193102,6.530277146192005,0.802247951448795,9.083664806960341
23,0.7856369875843247,126.89679500833898,0.7875777697542355,9.083664806960343,0.6202787434110554,825129.6632520986,0.19659056865461227,6.530277146192005,0.7875777697542354,9.083664806960341
24,0.7765333004078606,126.89679500833898,0.7773888745132191,9.083664806960343,0.6043334622169302,825129.6632520986,0.4614709122689847,6.530277146192005,0.7773888745132196,9.083664806960341
25,0.7736635250692999,126.89679500833898,0.7761063638138275,9.083664806960343,0.6023410879523217,825129.6632520986,0.17651294903559744,6.530277146192005,0.7761063638138278,9.083664806960341
26,0.7720249462263629,126.89679500833898,0.7748782211627689,9.083664806960343,0.6004362576323766,825129.6632520986,0.1318273710885368,6.530277146192005,0.7748782211627687,9.083664806960341
27,0.7392658169018902,126.89679500833898,0.7412142872505827,9.083664806960343,0.5493986196243895,825129.6632520986,0.3002063728295964,6.530277146192005,0.7412142872505829,9.083664806960341
28,0.763388998888479,126.89679500833898,0.7645845574536299,9.083664806960343,0.5845895454965628,825129.6632520986,0.04362891110406649,6.530277146192005,0.7645845574536299,9.083664806960341
29,0.7746292365309528,126.89679500833898,0.7759804703027121,9.083664806960343,0.6021456902912183,825129.6632520986,0.20072845213975868,6.530277146192005,0.7759804703027122,9.083664806960341
30,0.7093663397325434,126.89679500833898,0.7119320222502536,9.083664806960343,0.5068472043053359,825129.6632520986,0.23439644150215225,6.530277146192005,0.7119320222502539,9.083664806960341
31,0.7400095892681158,126.89679500833898,0.7426636333391109,9.083664806960343,0.5515492722844497,825129.6632520986,0.3354163988647873,6.530277146192005,0.7426636333391112,9.083664806960341
32,0.7325349601162751,126.89679500833898,0.7343159634084615,9.083664806960343,0.5392199341164975,825129.6632520986,0.7978560664737078,6.530277146192005,0.7343159634084618,9.083664806960341
