dpw,dpw_std,dtd,dtd_std,dmi,dmi_std,dvac,dvac_std,dtap,dtap_std
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.9881285064065344,0.013281220750263898,0.9881375703357839,0.013130038702885025,0.9765882558254446,0.025813949687790275,0.8054099507312803,0.2916857641129292,0.9881375703357835,0.013130038702885
0.9786654178674901,0.016588073608009717,0.9788303445613336,0.0163586764178274,0.9583764497282016,0.031913855887207736,0.669773725600813,0.3172723307181773,0.9788303445613333,0.016358676417827362
0.9656842673221661,0.017564992775622082,0.9658293999489712,0.017284517375311382,0.9331251843466876,0.033156199363895134,0.5424555351217205,0.3064644406029471,0.9658293999489713,0.0172845173753115
0.958138180275787,0.01648959128013964,0.9582855410626572,0.01643933742862261,0.9185814300248424,0.03162402752539136,0.5388190147881002,0.30760465385344504,0.9582855410626573,0.01643933742862261
0.9471653659214917,0.0158241231349623,0.9472733178277672,0.015723231563942713,0.8975739586792397,0.029792764520112112,0.4873686405483054,0.30001711227359795,0.9472733178277672,0.015723231563942813
0.9416586177454359,0.01898037732048214,0.9416977778585288,0.018778712289171683,0.8871473448589307,0.03552310431311465,0.4843620544825339,0.2930776003973067,0.9416977778585286,0.01877871228917168
0.9259719867207394,0.015452769814311346,0.9262458656101014,0.01510530835891545,0.8581595739004249,0.02798178308106614,0.397840367501976,0.24662630960191073,0.9262458656101014,0.015105308358915458
0.9154402102969336,0.014717095313761747,0.9157864752949985,0.014679084920066369,0.838880343867327,0.026764082454386523,0.4196509819677147,0.28218945675721696,0.9157864752949986,0.0146790849200663
0.9101515446858801,0.0189023503835445,0.9104141272135335,0.018633605594395954,0.8292010942874272,0.033968346405631164,0.40908700539864845,0.30700896747621764,0.9104141272135337,0.018633605594395954
0.9002984019184446,0.014643807940640829,0.900440668057536,0.01442519925988957,0.8110014830655898,0.025982228497219362,0.35808298678259975,0.2849674561714817,0.9004406680575364,0.01442519925988963
0.892728054166859,0.013186532563909916,0.8931083700046262,0.012910843709114132,0.797809250457601,0.023024239954141237,0.42812746247955435,0.2719655662012331,0.8931083700046262,0.012910843709113912
0.8774069161624343,0.014854251673543832,0.8776780023420965,0.014580059128637652,0.7705312539194077,0.02561268690603026,0.34596157152721757,0.21384959198372697,0.8776780023420966,0.014580059128637484
0.8711814771508564,0.01786188325695379,0.8715479754651212,0.017555624668335826,0.7599040734948467,0.030476500312471393,0.40071900531409477,0.32193192390266356,0.8715479754651214,0.017555624668335847
0.8666079459260597,0.01726450362633696,0.8668823670259158,0.017085529633699074,0.7517769535833182,0.029574507979357213,0.3093331629105705,0.28202484628841396,0.8668823670259155,0.017085529633698967
0.857944634106986,0.015941606586024032,0.8585032341365517,0.015784642018146652,0.7372769579465595,0.026998027340621077,0.3748476656678175,0.2845809957049095,0.8585032341365515,0.015784642018146628
0.8492875985832968,0.016700845471480243,0.8498008466825874,0.01648714241801169,0.7224333048875539,0.027977470090389384,0.3082534798906943,0.21354573284835054,0.8498008466825872,0.016487142418011573
0.8355987172123598,0.015269131445205161,0.8361785358635463,0.015078402627440049,0.6994219020646993,0.025290315550501683,0.36212446311219665,0.31059462867446186,0.8361785358635463,0.015078402627440052
0.8326951529963883,0.015803500550903123,0.83319165324228,0.015604792689440173,0.6944518405874841,0.026027269397217025,0.34987404321283533,0.2977433019583403,0.8331916532422798,0.015604792689439987
0.8234044236360635,0.014886123982239768,0.8241941105721557,0.014740877669144758,0.6795132253762839,0.024350509194461495,0.2566050583483307,0.20223863083758087,0.8241941105721557,0.014740877669144838
0.8135504304087671,0.01569397164270176,0.8143608199602259,0.015510986049660997,0.6634241357745246,0.02521662571204598,0.33718408775104464,0.23703348281863132,0.8143608199602258,0.015510986049661018
0.8043249875752647,0.016438496843422294,0.8051883715687491,0.016391919091439857,0.6485970087210343,0.026368630800130362,0.2740362273094706,0.22871711977474904,0.8051883715687489,0.01639191909143987
0.7999548608753528,0.01717843073342837,0.8008908917689584,0.017011616118779785,0.6417156156014501,0.02724495327133087,0.3283592150258158,0.26523212068046187,0.8008908917689584,0.01701161611877963
0.7927619399306294,0.014554475649686387,0.7935039816378381,0.014343789204453481,0.6298543131638442,0.022804520143285937,0.3037708556960077,0.2485243225498173,0.793503981637838,0.01434378920445343
0.7844672374136945,0.01701998970143423,0.7854402705764426,0.016790447855411148,0.6171983377823809,0.026358456941964845,0.28262392736098557,0.2605335753963978,0.7854402705764427,0.016790447855411186
0.7814748321965339,0.015178057133912858,0.7826286576549941,0.015113239559715804,0.6127360257928474,0.023565299910100524,0.2719648892100588,0.19368366942324033,0.7826286576549941,0.015113239559715792
0.7721604888301488,0.017201864041042614,0.773508455929779,0.01724386620890668,0.5986126823167016,0.026623817602471962,0.27571518761608244,0.2123641837441065,0.7735084559297792,0.017243866208906628
0.7600630330570057,0.015111962749754211,0.7615024047794945,0.015062281969715959,0.5801127848230885,0.02286676164836063,0.37666122906107885,0.2896187344653552,0.7615024047794945,0.015062281969715974
0.760929185761824,0.014476544742649793,0.7622937390576914,0.014425013262446416,0.5812998256141771,0.02190681985403559,0.31113034169020937,0.2134746492849562,0.762293739057691,0.014425013262446348
0.7537471811989553,0.0160235590046745,0.7551867392617513,0.016157147102381496,0.5705680645592842,0.024317783620844743,0.2614882648844891,0.17686287511149607,0.7551867392617511,0.01615714710238145
0.7470678880589547,0.014288872135462444,0.7485160477971661,0.014532030597483528,0.5604874537231752,0.02167534408811701,0.29441874167321563,0.22344082960510936,0.748516047797166,0.014532030597483503
0.7372831887973835,0.015318024713174751,0.7389823427520921,0.015342747196011895,0.546330302790891,0.02268225745024158,0.2857393624095231,0.21595531195561868,0.7389823427520922,0.015342747196011891
0.7367468161532575,0.016874590708664056,0.7386378397968737,0.017000477561146,0.5458748746170988,0.025029584422194263,0.2769444510274422,0.21660681531309228,0.7386378397968737,0.017000477561146032
0.7304761449754212,0.019014965196752488,0.7325991751695655,0.019283510760073667,0.5370734052463615,0.028389629511862524,0.3118342161463279,0.2671570644933812,0.7325991751695656,0.019283510760073685
0.725200138137131,0.017545239759065103,0.7274228515423303,0.01778052551346833,0.5294601520335098,0.02593759191491862,0.2972022922682063,0.2091345898873563,0.7274228515423303,0.017780525513468502
0.7175128189296878,0.019026702394907065,0.7199635239469231,0.019035627149497292,0.518709830915046,0.02737635374627551,0.266638284453892,0.19157223896719708,0.7199635239469228,0.019035627149497265
0.7147973704962906,0.02003589379471085,0.717336616735043,0.019972583092159813,0.5149707257842508,0.028783224587458654,0.2517843494235219,0.15702856922444408,0.7173366167350429,0.019972583092159817
0.7066381547345021,0.019506486202989348,0.709400056774343,0.01964918226291615,0.5036345309150423,0.02801483633854884,0.2569299654056538,0.1710557160962167,0.709400056774343,0.0196491822629161
0.7073821181009301,0.020812150046816066,0.7103917331862876,0.020974138491224655,0.5050963290648665,0.029862614610811397,0.30198270492425755,0.24105998107638277,0.7103917331862875,0.020974138491224672
0.7014065480036225,0.016674731040111877,0.7044896658561268,0.01672343939866571,0.49658536272339787,0.02360119793482837,0.31913323833425666,0.2005681242470144,0.7044896658561268,0.016723439398665704
0.6958868239123364,0.02225666349105721,0.6992052094208979,0.022651841393249227,0.4894010307998267,0.03162385514814986,0.3370755812994743,0.2434477570659095,0.6992052094208979,0.022651841393249234
0.6912546860055664,0.01833134005449784,0.6950217032684742,0.01890974095717882,0.4834127463172785,0.026241064802949472,0.31984847832617136,0.223088833874979,0.695021703268474,0.018909740957178796
0.6874533329957926,0.02176757422306818,0.6914058611177992,0.022367651244560326,0.47854237661024357,0.03085758141874835,0.3375732534233618,0.22776096328968248,0.6914058611177992,0.022367651244560336
