gen,dmid,dmid_NMDF,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,drad,drad_NMDF,dmst,dmst_NMDF
1,1.0,6631.737687755848,1.0,122.74176968285356,1.0,8.79461469473652,1.0,773452.4762887554,1.0,8292.032010207957,1.0,6811.361083567464
2,0.9722588468864994,6631.737687755848,1.0,123.08109365490037,1.0,8.823984170750464,1.0,778626.9664565478,1.0,8357.593045636877,0.9772797973911493,6811.361083567464
3,0.9747427759516207,6631.737687755848,0.9922534942065941,123.08109365490037,0.9932297908766862,8.823984170750464,0.9865054174849452,778626.9664565478,0.9804084846952271,8357.593045636877,0.9777687752759968,6811.361083567464
4,0.962422333231509,6631.737687755848,0.9864690138639138,123.08109365490037,0.9857134860591538,8.823984170750464,0.9716310765988886,778626.9664565478,0.9609244474733984,8357.593045636877,0.9664041570104468,6811.361083567464
5,0.943261559971604,6631.737687755848,0.9767810904386245,123.08109365490037,0.9759475397891587,8.823984170750464,0.952473600420511,778626.9664565478,0.9700638900999272,8357.593045636877,0.9430404634677764,6811.361083567464
6,0.9638272568033283,6631.737687755848,0.98750073393859,123.08109365490037,0.98685533837393,8.823984170750464,0.9738834588771241,778626.9664565478,0.9704555625157333,8357.593045636877,0.9666515070278596,6811.361083567464
7,0.961577237508381,6631.737687755848,0.9973575716513975,123.08109365490037,0.9955447890564305,8.823984170750464,0.9911094270174116,778626.9664565478,0.9681909609074771,8357.593045636877,0.9712556266389624,6811.361083567464
8,0.895356656007869,6631.737687755848,0.9381077125591764,123.08109365490037,0.9385113819261558,8.823984170750464,0.8808036140049413,778626.9664565478,0.9125327346114611,8357.593045636877,0.9068289525751158,6811.361083567464
9,0.9117922432138809,6631.737687755848,0.94061854849203,123.08109365490037,0.9408349238930844,8.823984170750464,0.885170354016905,778626.9664565478,0.9364714642668441,8357.593045636877,0.9197079097204464,6811.361083567464
10,0.9442120346642985,6631.737687755848,0.9367583638037611,123.08109365490037,0.936419576443997,8.823984170750464,0.8768816231475544,778626.9664565478,0.9430623811813394,8357.593045636877,0.9363775371373193,6811.361083567464
11,0.9084736507666645,6631.737687755848,0.9208887916258113,123.08109365490037,0.9202757880316712,8.823984170750464,0.8469075260373129,778626.9664565478,0.9207074093711108,8357.593045636877,0.9155523164327231,6811.361083567464
12,0.8503516204700071,6631.737687755848,0.891677390003732,123.08109365490037,0.8918906039543967,8.823984170750464,0.7954688494221381,778626.9664565478,0.878821445069106,8357.593045636877,0.8576253320098015,6811.361083567464
13,0.8729503902114409,6631.737687755848,0.914657422021004,123.08109365490037,0.9154294501298564,8.823984170750464,0.8380110781650513,778626.9664565478,0.9072462096302927,8357.593045636877,0.8835709292234413,6811.361083567464
14,0.8823618333057032,6631.737687755848,0.8966036977895105,123.08109365490037,0.8958725069898514,8.823984170750464,0.802587548780283,778626.9664565478,0.8841132289376138,8357.593045636877,0.8887178933166796,6811.361083567464
15,0.847205934171162,6631.737687755848,0.8802956643512116,123.08109365490037,0.8806312483567905,8.823984170750464,0.7755113955824396,778626.9664565478,0.8580589203686044,8357.593045636877,0.8481962004734148,6811.361083567464
16,0.8421583611156183,6631.737687755848,0.8786138580475455,123.08109365490037,0.8780560372010943,8.823984170750464,0.7709824044652871,778626.9664565478,0.8587562367015616,8357.593045636877,0.8594982065322705,6811.361083567464
17,0.8580892220447678,6631.737687755848,0.868237460884086,123.08109365490037,0.8679319282988729,8.823984170750464,0.7533058321606003,778626.9664565478,0.8565743535085726,8357.593045636877,0.8547420501478997,6811.361083567464
18,0.8752092666439368,6631.737687755848,0.8803501843869339,123.08109365490037,0.878917398449659,8.823984170750464,0.7724957932975163,778626.9664565478,0.8802870121218487,8357.593045636877,0.8773997143271473,6811.361083567464
19,0.8264195074487493,6631.737687755848,0.8437277106659598,123.08109365490037,0.8424764552565772,8.823984170750464,0.709766577661688,778626.9664565478,0.8330293230380017,8357.593045636877,0.8304650142186063,6811.361083567464
20,0.8373868128774328,6631.737687755848,0.8555275758635326,123.08109365490037,0.8552110362090302,8.823984170750464,0.7313859164537235,778626.9664565478,0.8435716899994603,8357.593045636877,0.8404479696396415,6811.361083567464
21,0.845829212317638,6631.737687755848,0.8408150335704364,123.08109365490037,0.8396408207191831,8.823984170750464,0.704996707817983,778626.9664565478,0.8411851543428154,8357.593045636877,0.8469353295061665,6811.361083567464
22,0.8334799081269847,6631.737687755848,0.8359515603958764,123.08109365490037,0.8349476880909585,8.823984170750464,0.6971376418484364,778626.9664565478,0.834242201678985,8357.593045636877,0.8367593472691147,6811.361083567464
23,0.8325747083846875,6631.737687755848,0.8355724987632127,123.08109365490037,0.8366190348423218,8.823984170750464,0.6999314094604977,778626.9664565478,0.847335264478869,8357.593045636877,0.8304339079341132,6811.361083567464
24,0.8343184179200119,6631.737687755848,0.8415444225061072,123.08109365490037,0.841141642915467,8.823984170750464,0.7075192634465305,778626.9664565478,0.8476653315525721,8357.593045636877,0.8337842243666024,6811.361083567464
25,0.8242164231740914,6631.737687755848,0.8355324186663816,123.08109365490037,0.8364552021906484,8.823984170750464,0.699657305271797,778626.9664565478,0.8392572388819476,8357.593045636877,0.8232787927951227,6811.361083567464
26,0.7905471971634012,6631.737687755848,0.798538864049158,123.08109365490037,0.7993689714669062,8.823984170750464,0.6389907525440583,778626.9664565478,0.8078731189360315,8357.593045636877,0.7897579142000705,6811.361083567464
