gen,dpw,dpw_NMDF,dmst,dmst_NMDF,drad,drad_NMDF,dmid,dmid_NMDF
1,1.0,219.7127424255814,1.0,16145.179425415497,1.0,18152.581281952174,1.0,16133.88848187474
2,0.9916155800569321,219.7127424255814,0.9863621269141127,16145.179425415497,0.9846121216954263,18152.581281952174,0.9841785431420447,16133.88848187474
3,0.9712744763712231,219.7127424255814,0.9757783531804164,16145.179425415497,0.9687423507656083,18152.581281952174,0.9724581854960176,16133.88848187474
4,0.9674530246809121,219.7127424255814,0.9701187817515631,16145.179425415497,0.9637729478246819,18152.581281952174,0.9687696424412464,16133.88848187474
5,0.9473373794975797,219.7127424255814,0.9586994632308382,16145.179425415497,0.9435626990680891,18152.581281952174,0.9555956974493345,16133.88848187474
6,0.962884776793189,219.7127424255814,0.9691354523713074,16145.179425415497,0.9564998677292431,18152.581281952174,0.9678908646976367,16133.88848187474
7,0.9336934359140249,219.7127424255814,0.9417918999383881,16145.179425415497,0.9255818836613915,18152.581281952174,0.9409071858385668,16133.88848187474
8,0.9358934813046812,219.7127424255814,0.9375439733545398,16145.179425415497,0.9290561792927812,18152.581281952174,0.9375272774136688,16133.88848187474
9,0.9313203280264245,219.7127424255814,0.9453120347439966,16145.179425415497,0.9331557152767453,18152.581281952174,0.9423398186831528,16133.88848187474
10,0.9136000543640805,219.7127424255814,0.9338729900492475,16145.179425415497,0.9191950490902799,18152.581281952174,0.9341516749716616,16133.88848187474
11,0.9016739322192202,219.7127424255814,0.9057920912534189,16145.179425415497,0.8937691204371915,18152.581281952174,0.9028908603399085,16133.88848187474
12,0.8883178584571082,219.7127424255814,0.8937769548166942,16145.179425415497,0.8939128271365282,18152.581281952174,0.8938719530155048,16133.88848187474
13,0.8980617782626239,219.7127424255814,0.8984977923583375,16145.179425415497,0.8878271819688267,18152.581281952174,0.899222946770917,16133.88848187474
14,0.879521724660929,219.7127424255814,0.8721540144402605,16145.179425415497,0.8751038894324958,18152.581281952174,0.8717134403923161,16133.88848187474
15,0.8699823015910809,219.7127424255814,0.8687976512935345,16145.179425415497,0.8692111028574655,18152.581281952174,0.8692824208003671,16133.88848187474
16,0.8613160851113384,219.7127424255814,0.8642740053391148,16145.179425415497,0.8546094389226621,18152.581281952174,0.8574333945306829,16133.88848187474
17,0.8456365095990114,219.7127424255814,0.84711764983345,16145.179425415497,0.8467070661508966,18152.581281952174,0.8460918668679308,16133.88848187474
18,0.8450606379212809,219.7127424255814,0.8438528286982793,16145.179425415497,0.8410576651247025,18152.581281952174,0.8376420239643999,16133.88848187474
19,0.8407898429396796,219.7127424255814,0.8490298596426697,16145.179425415497,0.8420463698742087,18152.581281952174,0.8463608180550766,16133.88848187474
20,0.8213299303725324,219.7127424255814,0.8250897921581561,16145.179425415497,0.8138900103719174,18152.581281952174,0.8216812200763525,16133.88848187474
21,0.813312081408549,219.7127424255814,0.8123530260645166,16145.179425415497,0.8068858268061762,18152.581281952174,0.8087390178710733,16133.88848187474
22,0.8240320515142034,219.7127424255814,0.8351576094072721,16145.179425415497,0.8212222151165661,18152.581281952174,0.8338809661866767,16133.88848187474
23,0.7845300114271351,219.7127424255814,0.7821918374645837,16145.179425415497,0.7820457000344787,18152.581281952174,0.7789957194343875,16133.88848187474
24,0.7948709992361614,219.7127424255814,0.8029534068252884,16145.179425415497,0.7969940410936392,18152.581281952174,0.8027417386731075,16133.88848187474
25,0.7827434644894006,219.7127424255814,0.7883984121387159,16145.179425415497,0.7800477012697842,18152.581281952174,0.7893066700134522,16133.88848187474
26,0.8049404081600957,219.7127424255814,0.8097717975797377,16145.179425415497,0.8049500265114257,18152.581281952174,0.8077257000848029,16133.88848187474
27,0.7919766833544698,219.7127424255814,0.788415851068947,16145.179425415497,0.7870951406268307,18152.581281952174,0.7850238802618691,16133.88848187474
28,0.778723916030003,219.7127424255814,0.7833619950944198,16145.179425415497,0.7797941568253806,18152.581281952174,0.783998110089491,16133.88848187474
29,0.7606138490932167,219.7127424255814,0.7499425818572069,16145.179425415497,0.7453566185349152,18152.581281952174,0.7464802604947325,16133.88848187474
30,0.7492719165855128,219.7127424255814,0.7391269520368919,16145.179425415497,0.7419873200803557,18152.581281952174,0.7333432930853486,16133.88848187474
31,0.7449533689879744,219.7127424255814,0.7383517598289074,16145.179425415497,0.7334644311487332,18152.581281952174,0.73585494653449,16133.88848187474
32,0.7423472043753756,219.7127424255814,0.7331994414652633,16145.179425415497,0.7346033909101796,18152.581281952174,0.732512472836226,16133.88848187474
33,0.7395567335126692,219.7127424255814,0.7284867691140987,16145.179425415497,0.7247000884246778,18152.581281952174,0.7226801984826647,16133.88848187474
34,0.7277924771879739,219.7127424255814,0.7142604203113924,16145.179425415497,0.7098961613547494,18152.581281952174,0.7114774839407686,16133.88848187474
35,0.7308635860617848,219.7127424255814,0.7242926765496945,16145.179425415497,0.723020475288839,18152.581281952174,0.7194591742318102,16133.88848187474
36,0.722360071000509,219.7127424255814,0.70451420947923,16145.179425415497,0.7028037202385133,18152.581281952174,0.7023201172731417,16133.88848187474
37,0.7156276625786053,219.7127424255814,0.6890525535213662,16145.179425415497,0.6843186058760437,18152.581281952174,0.6850429615729959,16133.88848187474
38,0.7210563413431836,219.7127424255814,0.6930485030899064,16145.179425415497,0.6883901292938992,18152.581281952174,0.6884370000854823,16133.88848187474
39,0.7088244153811588,219.7127424255814,0.668958707167911,16145.179425415497,0.6673231931432332,18152.581281952174,0.6654202944971224,16133.88848187474
40,0.7063552206880299,219.7127424255814,0.6647977150197576,16145.179425415497,0.6565557381185887,18152.581281952174,0.6613496006823626,16133.88848187474
41,0.7089596259094244,219.7127424255814,0.65558570330558,16145.179425415497,0.6577120210218991,18152.581281952174,0.6521103014813344,16133.88848187474
42,0.6999976011498694,219.7127424255814,0.6535556291537046,16145.179425415497,0.6495018499903775,18152.581281952174,0.6498821880810481,16133.88848187474
43,0.7002576341157987,219.7127424255814,0.6458795229579722,16145.179425415497,0.6475284639097778,18152.581281952174,0.6464276104292735,16133.88848187474
44,0.6888635667991202,219.7127424255814,0.6121255779945147,16145.179425415497,0.6148347441901549,18152.581281952174,0.606601521880013,16133.88848187474
45,0.6863258159798906,219.7127424255814,0.6170836287644959,16145.179425415497,0.6117803687495371,18152.581281952174,0.610759258799234,16133.88848187474
46,0.685774232278254,219.7127424255814,0.6097957514402675,16145.179425415497,0.6084771959041897,18152.581281952174,0.605176003203788,16133.88848187474
47,0.6788178238320857,219.7127424255814,0.5870736471952236,16145.179425415497,0.5942368699358108,18152.581281952174,0.5797275227211961,16133.88848187474
48,0.6718074479930326,219.7127424255814,0.5746082487428497,16145.179425415497,0.582665577749695,18152.581281952174,0.5690724227601458,16133.88848187474
49,0.6806424085331143,219.7127424255814,0.5774765211181907,16145.179425415497,0.5824571847792152,18152.581281952174,0.5718759804168859,16133.88848187474
50,0.684627168505576,219.7127424255814,0.5602529005826261,16145.179425415497,0.5678719436168407,18152.581281952174,0.5520973988074453,16133.88848187474
51,0.666325669113047,219.7127424255814,0.5465087545955023,16145.179425415497,0.55608894719942,18152.581281952174,0.5378698119965386,16133.88848187474
52,0.6807310172631394,219.7127424255814,0.5539935049534167,16145.179425415497,0.5550854866226288,18152.581281952174,0.5500438065178507,16133.88848187474
53,0.6682887991783523,219.7127424255814,0.5317993724893955,16145.179425415497,0.5388719644693909,18152.581281952174,0.5275685325360447,16133.88848187474
54,0.6759404810726468,219.7127424255814,0.5114762263930792,16145.179425415497,0.5246060584183756,18152.581281952174,0.5024621340328514,16133.88848187474
55,0.6734747193016625,219.7127424255814,0.5090270049729712,16145.179425415497,0.5117683830161653,18152.581281952174,0.4979087111605773,16133.88848187474
56,0.6764234370180132,219.7127424255814,0.5082015836997164,16145.179425415497,0.5161565916706011,18152.581281952174,0.502790001458174,16133.88848187474
57,0.6729076606212714,219.7127424255814,0.490160104808857,16145.179425415497,0.4931786021203513,18152.581281952174,0.4788328127655626,16133.88848187474
58,0.6709851200208276,219.7127424255814,0.48591661531426944,16145.179425415497,0.4872930294617691,18152.581281952174,0.4758051293437335,16133.88848187474
59,0.6696009488721825,219.7127424255814,0.47333125992751895,16145.179425415497,0.477194924597899,18152.581281952174,0.46139483635306877,16133.88848187474
60,0.6639174565367938,219.7127424255814,0.45246781569232675,16145.179425415497,0.45666788777718426,18152.581281952174,0.4410966568736581,16133.88848187474
61,0.662965206286833,219.7127424255814,0.44427221854895116,16145.179425415497,0.4500622669403641,18152.581281952174,0.431007525807155,16133.88848187474
62,0.660781561034347,219.7127424255814,0.4366619672268526,16145.179425415497,0.4393573573585132,18152.581281952174,0.42327234724602253,16133.88848187474
63,0.68931418241506,219.7127424255814,0.4355308399507883,16145.179425415497,0.4364269444374005,18152.581281952174,0.420032044383313,16133.88848187474
64,0.670115329435517,219.7127424255814,0.41411246484994124,16145.179425415497,0.41887795069664724,18152.581281952174,0.3987852795668897,16133.88848187474
65,0.6792656249241249,219.7127424255814,0.4097283785627208,16145.179425415497,0.41099420709858064,18152.581281952174,0.39070172289205973,16133.88848187474
66,0.682041686241353,219.7127424255814,0.3941301033675098,16145.179425415497,0.3969037426030116,18152.581281952174,0.3781457587869031,16133.88848187474
67,0.6755682176038968,219.7127424255814,0.38602417879621487,16145.179425415497,0.38873330388859345,18152.581281952174,0.36904718971486666,16133.88848187474
68,0.6858974765820871,219.7127424255814,0.37799598304198656,16145.179425415497,0.3771094093136067,18152.581281952174,0.3573263821476969,16133.88848187474
69,0.6782362796449682,219.7127424255814,0.36723881723944235,16145.179425415497,0.36961857844835105,18152.581281952174,0.34747855945227674,16133.88848187474
70,0.6821203534050593,219.7127424255814,0.35453392724200944,16145.179425415497,0.3563847689503862,18152.581281952174,0.3341079741482127,16133.88848187474
71,0.6859461661729821,219.7127424255814,0.346085321604975,16145.179425415497,0.35028311228991726,18152.581281952174,0.32507456611537006,16133.88848187474
