gen,dmid,dmid_NMDF,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,drad,drad_NMDF,dmst,dmst_NMDF
1,1.0,6008.638526745544,1.0,123.941072840672,1.0,8.880294125883122,1.0,709736.6138597489,1.0,7632.965707607644,1.0,6166.07900823116
2,0.9818839055433914,6008.638526745544,0.9992755296229147,123.941072840672,0.9976800989977369,8.880294125883122,0.9953655799361333,709736.6138597489,0.9939959194479483,7632.965707607644,0.9985086657366493,6166.07900823116
3,0.976172147487693,6008.638526745544,1.0,124.59825574050146,1.0,8.915258964328313,1.0,715336.581609327,0.9849863821048512,7632.965707607644,0.9865827265116877,6166.07900823116
4,0.998016877327942,6008.638526745544,0.9725193564511916,124.59825574050146,0.9728513205825653,8.915258964328313,0.9464396919592405,715336.581609327,0.9906702587118488,7632.965707607644,0.9975017482801303,6166.07900823116
5,0.9633844274895939,6008.638526745544,0.9541854681944341,124.59825574050146,0.953994351518508,8.915258964328313,0.9101052227292193,715336.581609327,0.9553024297912481,7632.965707607644,0.9707017299208228,6166.07900823116
6,0.9249182122122495,6008.638526745544,0.949927504214951,124.59825574050146,0.9514197546168588,8.915258964328313,0.9051995494752045,715336.581609327,0.9354033810865509,7632.965707607644,0.9312282504627242,6166.07900823116
7,0.9169931886833128,6008.638526745544,0.9239107727847257,124.59825574050146,0.9250342162173518,8.915258964328313,0.8556883011728514,715336.581609327,0.9257413198280038,7632.965707607644,0.923171891515681,6166.07900823116
8,0.940646314502129,6008.638526745544,0.9473648340886035,124.59825574050146,0.9482782186933469,8.915258964328313,0.8992315800482269,715336.581609327,0.9575369242836672,7632.965707607644,0.9457140400010973,6166.07900823116
9,0.9629972553725384,6008.638526745544,0.9448265956101177,124.59825574050146,0.9465910336495811,8.915258964328313,0.8960345849857829,715336.581609327,0.9709466538063577,7632.965707607644,0.9573504062992839,6166.07900823116
10,0.9536470029451415,6008.638526745544,0.9338165433345742,124.59825574050146,0.9343312095795436,8.915258964328313,0.8729748091943718,715336.581609327,0.9369906250551773,7632.965707607644,0.9463116629804486,6166.07900823116
11,0.9110571945079349,6008.638526745544,0.9067971446158922,124.59825574050146,0.907826628686419,8.915258964328313,0.8241491877521497,715336.581609327,0.9164622605084862,7632.965707607644,0.9122743047774775,6166.07900823116
