dpw,dpw_std,dtd,dtd_std,dmi,dmi_std,dvac,dvac_std,dtap,dtap_std,dmid,dmid_std
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.9855572698960192,0.014717262537030687,0.9855016058453827,0.014681494495721283,0.971428961404456,0.02866697472280223,0.7453399724607275,0.30945430302749877,0.9855016058453827,0.014681494495721367,0.9832652756103676,0.019209268908327568
0.9788970866224307,0.01825373025998126,0.9789283881141856,0.017998800660189024,0.9586247458810421,0.034970202919816125,0.5772906893571013,0.3241179164274668,0.9789283881141853,0.017998800660189142,0.9723812418205141,0.022758506031396324
0.9641302066326856,0.017693746506054587,0.964236509982096,0.01760976332680351,0.9300621509468786,0.0339821041064816,0.5720362662905191,0.3328766346797408,0.9642365099820958,0.017609763326803505,0.9582852321657829,0.023023263966773885
0.956763368138072,0.01500241426094166,0.9568315003554888,0.014742273603147863,0.9157438547035257,0.02825375307485428,0.5459627334594574,0.3270892665242485,0.9568315003554885,0.014742273603147896,0.9522291350907913,0.024841968830091012
0.9458868876034032,0.019154114358554256,0.9458383722249131,0.019008709373413174,0.8949715574051166,0.035973067302684986,0.42494671406910617,0.3185258920917196,0.9458383722249131,0.019008709373413077,0.9449978277417357,0.023839892215484007
0.9399028813380468,0.020714285708554006,0.9399348246488741,0.02035450127567865,0.8838917803098911,0.03837908461646449,0.48394501554090746,0.290160975878282,0.9399348246488742,0.02035450127567858,0.9329341170862068,0.025942339374162484
0.9243867513144436,0.015228551991890922,0.9247114056886772,0.01499187158359955,0.8553159400243077,0.027685494525865013,0.4457348511620062,0.29811896321990417,0.9247114056886772,0.014991871583599556,0.9196514244699625,0.026031757789452555
0.9150573662612882,0.01636938434110738,0.91525525049517,0.016293800781893842,0.8379576615028959,0.029752675178286312,0.3927790448275266,0.28582583974833514,0.91525525049517,0.01629380078189381,0.9097352423007876,0.025049065460375275
0.9102889763027855,0.01798065742208882,0.9103724252722815,0.017879217276632418,0.8290976191065611,0.032564849686414404,0.35509985711144104,0.25416747590597405,0.9103724252722815,0.0178792172766324,0.9084066649687814,0.026955033905325436
0.9001420920030584,0.014360448549035159,0.9003116654871546,0.0141379492507371,0.8107609766212704,0.02545488195515678,0.2866048891974435,0.186064841853381,0.9003116654871545,0.014137949250737115,0.8926744326971112,0.020260285713728732
0.8904205751296277,0.013801159620679487,0.8906563937370788,0.013513787164965272,0.7934514341482783,0.02416730181572188,0.29726270850830655,0.23576971006889028,0.8906563937370788,0.013513787164965348,0.8856683117353209,0.025027507853564133
0.8784748294985518,0.014396142047889264,0.8787494026239431,0.014003483131514869,0.7723966101517513,0.024672080283751674,0.3872277831160387,0.31046448940598415,0.8787494026239431,0.01400348313151481,0.8751015585011441,0.02434032389503401
0.8727045019214772,0.020435853218655684,0.8729885159345551,0.02019787422658472,0.7625169030768894,0.035151963155809374,0.3753495844528883,0.2531455697154783,0.872988515934555,0.02019787422658466,0.8703476730336774,0.027356278699734882
0.8673457654268567,0.016602664586901624,0.8675179684336797,0.016367986730240314,0.7528553365449003,0.02829195448364172,0.3601610000406963,0.2684181508631793,0.8675179684336797,0.016367986730240296,0.8631605112183323,0.022898048414172048
0.8599557399793412,0.017699010226055478,0.8604817061162415,0.017791640943037854,0.7407453090481642,0.03040343249379283,0.29905125768810786,0.23846040515168132,0.8604817061162418,0.017791640943037902,0.8565557240549553,0.019594260211256594
0.8502027112268088,0.018064864551868644,0.8507338759806222,0.017849386469685313,0.7240667283383573,0.030522129919714616,0.31881052080367467,0.2855482917403781,0.8507338759806224,0.017849386469685265,0.8463377747806403,0.024714335490291835
0.8386054586114053,0.017712045357607564,0.8391872216600039,0.017570337140047212,0.7045439097446511,0.02945225387608375,0.3097357001375982,0.22264326679069052,0.8391872216600038,0.017570337140047104,0.8362939304560526,0.0233583570218751
0.8351653245192433,0.016662958104987448,0.8356147798853928,0.01634517372249093,0.6985192250669318,0.027300628815628378,0.3159138829130231,0.2500939185580877,0.8356147798853927,0.01634517372249097,0.8345260896564902,0.021782263526094865
0.8253115420513324,0.01774208115513428,0.825988428752924,0.017573092825664594,0.682565698025184,0.02918315993078354,0.277075848790351,0.2020595203515904,0.8259884287529242,0.01757309282566461,0.8268564704783692,0.02231371305516977
0.8179956936933164,0.0151696485507512,0.81868373656085,0.015108823112230833,0.6704713370450719,0.024701213675651437,0.3129808009143331,0.2557996129026541,0.8186837365608501,0.01510882311223087,0.8182256577563807,0.02428801402012402
0.8089927817904495,0.014861274797260573,0.8097297650875805,0.014736664013113273,0.6558794617350239,0.023884096000117015,0.24785080646048663,0.22437085566642176,0.8097297650875807,0.014736664013113198,0.8131798822431243,0.022826761936226195
0.8053644219203097,0.018179457621969868,0.8062090268470585,0.018033281459535283,0.6502981942098799,0.028943921596677417,0.2548413463168869,0.1819008200027577,0.8062090268470586,0.018033281459535318,0.8027761181877867,0.02310632078173085
0.7957948570016188,0.01636101442780848,0.7965241981481022,0.016016127481738716,0.6347073145749883,0.02556050640425945,0.2824838284016788,0.2180314509549632,0.7965241981481018,0.01601612748173879,0.7983956900181433,0.027348837718442667
0.790380141510015,0.01760690995031059,0.7913076669214331,0.017298183224074497,0.6264670508714949,0.02734856268149296,0.25466879630884565,0.1452135151466806,0.7913076669214331,0.01729818322407454,0.7920645885215515,0.02425757009041763
0.7882379981851095,0.016242323143982846,0.789384431381423,0.01630247529452833,0.6233935512081011,0.025717586586735865,0.308167981922084,0.2176152293818203,0.7893844313814229,0.01630247529452831,0.7896227684867404,0.023730899726423157
