dmid,dmid_std,dpw,dpw_std,dtd,dtd_std,dmi,dmi_std,drad,drad_std,dmst,dmst_std
0.3847220858923485,0.00246256883918033,0.659691939178362,0.022091696449079195,0.6778313089646039,0.023109895086747108,0.4599893506635882,0.03095856779374704,0.40713989744703055,0.0014264439332669244,0.3990672646141573,0.0007528916150984604
0.375457094863924,0.004990347136282888,0.6526058381789951,0.016809963077375062,0.6712269724132148,0.01743343321358764,0.4508495730886229,0.023358358370981974,0.3985118591383243,0.0024364355317198624,0.3891381958422317,0.005336882785846262
0.35715165968490387,0.00579848935344942,0.6578733380031588,0.015278046586625535,0.6785520616673518,0.01592901800366402,0.46068663400757454,0.021437975403062966,0.38366407697683497,0.0029396886221463867,0.37416984829859795,0.004831850208095416
0.35332005482944195,0.002000717542456722,0.6596511586623129,0.02062367587470876,0.681212410016188,0.020865951182177378,0.46448573547880034,0.0282412321430735,0.380546034814978,0.0028232356903481596,0.369878809850445,0.0011089341040917992
0.34138386212481137,0.0027632280149908917,0.6674362858173293,0.02557459233458154,0.6908199865636052,0.026581057201103844,0.47793880643766795,0.036308826627328546,0.3672172222965792,0.0037503751737758004,0.35797626379924513,0.0011997360765471123
0.3320810339478271,0.002671618762821589,0.673352690836337,0.018339993849947004,0.6983171995971397,0.01945599038785391,0.4880254468151637,0.027016962698420986,0.3556743229025301,0.00237065820250168,0.3505740816079479,0.0036835589346902622
0.3178100640184507,0.0015369186571731262,0.6682153814816548,0.030256526342638295,0.6938751349802872,0.032118847376664615,0.482494323300717,0.04401683361840959,0.34276842840915145,0.0017287729456225485,0.33612138149790044,0.0004727334788324729
0.3061332534953333,0.00454382580850684,0.675816447537341,0.026995313318848135,0.7038419334027317,0.028863872235851837,0.4962265903365424,0.04035711217761743,0.33514598186336153,0.0032410919946883154,0.3255388657514468,0.004827112431488744
0.2941869531796765,0.0015639534167693565,0.677687928651916,0.030662605659362054,0.707428784290611,0.032885751126912284,0.5015369574700733,0.04596609949799056,0.3273948950346787,0.0009381926442042548,0.31652921687149266,0.0006668755817694506
0.2808481974701715,0.004461830370186978,0.6792178874353022,0.03186056313089959,0.7101056654967833,0.03393302127139125,0.5054015061032341,0.04753800798758027,0.310543652177247,0.0031940665597414626,0.3041575550815216,0.002942977387518435
0.27010312208618975,0.0019285934219712944,0.6794874899931905,0.030201293938321126,0.7119023846655276,0.03200744722708514,0.5078294819704584,0.045236140322338914,0.2997992167659061,0.0030049704213239805,0.29435431760130853,0.002619526500897752
0.259182030074943,0.0014268633891919426,0.6886874251144021,0.031315531788060465,0.7229053208440227,0.03312232968728152,0.5236891916285125,0.04737509769967489,0.29104525225816963,0.002856047411853407,0.2849244065466037,0.00290335065118454
