gen,dmid,dmid_NMDF,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,drad,drad_NMDF,dmst,dmst_NMDF
1,1.0,9409.635448390627,1.0,153.45791043764808,1.0,7.2818172032034765,1.0,1193059.3900695764,1.0,11297.808174852094,1.0,9610.803194559281
2,1.0,9433.434919329604,0.9980217540516525,153.45791043764808,0.998346108235034,7.2818172032034765,0.9966949518280389,1193059.3900695764,1.0,11340.797581609077,1.0,9669.378290043174
3,0.9985822248060022,9433.434919329604,0.9964015182124029,153.45791043764808,0.9969869478866469,7.2818172032034765,0.9939829742563301,1193059.3900695764,1.0,11348.511298828284,0.9912877954508681,9669.378290043174
4,0.991724810776521,9433.434919329604,0.9851909638079419,153.45791043764808,0.9862966906892519,7.2818172032034765,0.9727811620645705,1193059.3900695764,0.9802866904956141,11348.511298828284,0.984748451121039,9669.378290043174
5,0.987227888870337,9433.434919329604,0.9696287524013171,153.45791043764808,0.9702255199889219,7.2818172032034765,0.9413375596377739,1193059.3900695764,0.9832783091722404,11348.511298828284,0.9740823908866807,9669.378290043174
6,0.9937788883934614,9433.434919329604,0.964429266669086,153.45791043764808,0.9643197851573654,7.2818172032034765,0.9299126480459481,1193059.3900695764,0.9715585272770051,11348.511298828284,0.9798274381729993,9669.378290043174
7,0.9409416975956034,9433.434919329604,0.942252651442505,153.45791043764808,0.9430069452246225,7.2818172032034765,0.8892620987418748,1193059.3900695764,0.9453367888718509,11348.511298828284,0.9366592572745327,9669.378290043174
8,0.9524958447049422,9433.434919329604,0.9371416924982899,153.45791043764808,0.937558810172426,7.2818172032034765,0.8790165225319351,1193059.3900695764,0.9476549655428973,11348.511298828284,0.9412534680038392,9669.378290043174
9,0.9541368381643384,9433.434919329604,0.9431484108434046,153.45791043764808,0.9435034494331674,7.2818172032034765,0.8901987590922871,1193059.3900695764,0.933733885180969,11348.511298828284,0.9514106761028805,9669.378290043174
10,0.9391308872943088,9433.434919329604,0.9353324871976296,153.45791043764808,0.9363265071474406,7.2818172032034765,0.8767073279869284,1193059.3900695764,0.9355563112596854,11348.511298828284,0.9273747329295938,9669.378290043174
11,0.9489356945808427,9433.434919329604,0.9296331639621045,153.45791043764808,0.9297271162577395,7.2818172032034765,0.8643925107049318,1193059.3900695764,0.9298013212137223,11348.511298828284,0.9380273914913889,9669.378290043174
12,0.9129952831724989,9433.434919329604,0.9094573789871779,153.45791043764808,0.9103072261209743,7.2818172032034765,0.8286592459280622,1193059.3900695764,0.918258440787605,11348.511298828284,0.9051653282198789,9669.378290043174
13,0.9020305673659814,9433.434919329604,0.8953887104450279,153.45791043764808,0.8952779793969969,7.2818172032034765,0.8015226603931697,1193059.3900695764,0.8955768875538976,11348.511298828284,0.8981868191542842,9669.378290043174
14,0.910464804925898,9433.434919329604,0.8871001779403968,153.45791043764808,0.8873044822549453,7.2818172032034765,0.7873092442297162,1193059.3900695764,0.8917979629555456,11348.511298828284,0.9002202670572425,9669.378290043174
15,0.8709331746616922,9433.434919329604,0.869585638039763,153.45791043764808,0.870522654524271,7.2818172032034765,0.7578096920399839,1193059.3900695764,0.868832705165323,11348.511298828284,0.8676979847352381,9669.378290043174
16,0.8884026331803485,9433.434919329604,0.8795434533972114,153.45791043764808,0.8801062450893413,7.2818172032034765,0.7745870026452595,1193059.3900695764,0.8813975475001564,11348.511298828284,0.878166065005947,9669.378290043174
17,0.8623820965006679,9433.434919329604,0.8588336049764734,153.45791043764808,0.8597259031954081,7.2818172032034765,0.73912862862516,1193059.3900695764,0.8650376742087789,11348.511298828284,0.8560175186699372,9669.378290043174
18,0.8731734006636799,9433.434919329604,0.8635721948861754,153.45791043764808,0.8637539053549175,7.2818172032034765,0.7460708090158727,1193059.3900695764,0.8615293613840878,11348.511298828284,0.86355578816402,9669.378290043174
19,0.84981555381939,9433.434919329604,0.852384035050492,153.45791043764808,0.8527812665519086,7.2818172032034765,0.7272358885818778,1193059.3900695764,0.8463547415245467,11348.511298828284,0.8380388554164107,9669.378290043174
20,0.8393830353225347,9433.434919329604,0.8425652638717398,153.45791043764808,0.8433561246089677,7.2818172032034765,0.7112495529154573,1193059.3900695764,0.8353305921465908,11348.511298828284,0.8352445603344648,9669.378290043174
21,0.8179654852848235,9433.434919329604,0.8168746595952797,153.45791043764808,0.8170265207997421,7.2818172032034765,0.6675323356901307,1193059.3900695764,0.8193732501334103,11348.511298828284,0.8124023403175842,9669.378290043174
22,0.8544155090763623,9433.434919329604,0.8389085641172943,153.45791043764808,0.8391585513494386,7.2818172032034765,0.7041870743028898,1193059.3900695764,0.8340099782826754,11348.511298828284,0.8426643530861457,9669.378290043174
23,0.8301421493839268,9433.434919329604,0.8274163434854611,153.45791043764808,0.8278203817925792,7.2818172032034765,0.6852865845112105,1193059.3900695764,0.8173004654245335,11348.511298828284,0.8249030726728216,9669.378290043174
24,0.8266433820264508,9433.434919329604,0.8143147235330188,153.45791043764808,0.8154271258057384,7.2818172032034765,0.664921397499808,1193059.3900695764,0.8230878975292069,11348.511298828284,0.8159290730377867,9669.378290043174
25,0.8032169962296188,9433.434919329604,0.7924182898437889,153.45791043764808,0.7942869716384025,7.2818172032034765,0.6308917933145055,1193059.3900695764,0.8022286140012911,11348.511298828284,0.7893623227003221,9669.378290043174
26,0.7938722091840342,9433.434919329604,0.8068238056867291,153.45791043764808,0.8087745418986946,7.2818172032034765,0.6541162596234422,1193059.3900695764,0.8004046551829739,11348.511298828284,0.7853043311551687,9669.378290043174
