gen,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,dvac,dvac_NMDF,dtap,dtap_NMDF,dmid,dmid_NMDF
1,1.0,129.9645504016568,1.0,9.295801567862028,1.0,777707.3411015952,1.0,2.981204799052902,1.0,9.798635210469428,1.0,6404.766406946431
2,0.9465120796340779,129.9645504016568,0.9476886314886537,9.295801567862028,0.8981137422528368,777707.3411015952,1.0,3.7615705236770585,0.9476886314886536,9.798635210469428,0.9078915874823611,6404.766406946431
3,0.9454748841745194,129.9645504016568,0.9477053704449298,9.295801567862028,0.8981454691701627,777707.3411015952,0.32863139313043577,3.7615705236770585,0.9477053704449304,9.798635210469428,0.9183365993743334,6404.766406946431
4,0.9088442947099069,129.9645504016568,0.9105725950571923,9.295801567862028,0.8291424508691897,777707.3411015952,0.22247030332089915,3.7615705236770585,0.9105725950571925,9.798635210469428,0.8902285443355643,6404.766406946431
5,0.9385284846088581,129.9645504016568,0.940153419233165,9.295801567862028,0.8838884516958108,777707.3411015952,0.2492342351152612,3.7615705236770585,0.9401534192331648,9.798635210469428,0.9120639339848124,6404.766406946431
6,0.9157191044340367,129.9645504016568,0.9162864743268423,9.295801567862028,0.839580903034315,777707.3411015952,0.24513208222826272,3.7615705236770585,0.9162864743268423,9.798635210469428,0.9151930732144082,6404.766406946431
7,0.9085013453550033,129.9645504016568,0.910050339322466,9.295801567862028,0.8281916201009357,777707.3411015952,1.0,5.363462851084641,0.9100503393224663,9.798635210469428,0.9005717254288995,6404.766406946431
8,0.8932489031403602,129.9645504016568,0.8941764099716374,9.295801567862028,0.7995514521497655,777707.3411015952,0.18753296630690236,5.363462851084641,0.8941764099716373,9.798635210469428,0.8510836107527789,6404.766406946431
9,0.8956470848757455,129.9645504016568,0.8973814179367919,9.295801567862028,0.8052934092582472,777707.3411015952,0.9290291575608532,5.363462851084641,0.897381417936792,9.798635210469428,0.8542955858836422,6404.766406946431
10,0.893917117744795,129.9645504016568,0.8941087407048514,9.295801567862028,0.7994304402048167,777707.3411015952,0.0784086382017567,5.363462851084641,0.8941087407048524,9.798635210469428,0.861855987467026,6404.766406946431
11,0.8899619495824573,129.9645504016568,0.8908800131750236,9.295801567862028,0.7936671978747305,777707.3411015952,0.7171451647736874,5.363462851084641,0.8908800131750239,9.798635210469428,0.851065987001311,6404.766406946431
12,0.8834806600585674,129.9645504016568,0.8855198059549457,9.295801567862028,0.7841453267384848,777707.3411015952,0.613707037259496,5.363462851084641,0.8855198059549458,9.798635210469428,0.8631371140878925,6404.766406946431
13,0.8604864378909701,129.9645504016568,0.8628244100529254,9.295801567862028,0.7444659625831794,777707.3411015952,0.908481582979454,5.363462851084641,0.8628244100529258,9.798635210469428,0.8281420368580288,6404.766406946431
14,0.8499244279193301,129.9645504016568,0.851082767745547,9.295801567862028,0.7243418775534214,777707.3411015952,0.06323709634712012,5.363462851084641,0.8510827677455475,9.798635210469428,0.8301629670722144,6404.766406946431
15,0.8247186056801941,129.9645504016568,0.8260703885887536,9.295801567862028,0.6823922869031755,777707.3411015952,0.7738637683846867,5.363462851084641,0.8260703885887544,9.798635210469428,0.8278558955155686,6404.766406946431
16,0.8259949010071452,129.9645504016568,0.827340142996164,9.295801567862028,0.6844917122129136,777707.3411015952,0.554263569294954,5.363462851084641,0.8273401429961643,9.798635210469428,0.7962674446543289,6404.766406946431
17,0.8159644952417777,129.9645504016568,0.8187064470480826,9.295801567862028,0.6702802464380944,777707.3411015952,0.9810683124170119,5.363462851084641,0.8187064470480824,9.798635210469428,0.7939392894149349,6404.766406946431
18,0.8120906972585711,129.9645504016568,0.8133659657160959,9.295801567862028,0.6615641941852769,777707.3411015952,0.2724163274951773,5.363462851084641,0.8133659657160958,9.798635210469428,0.8040538174948816,6404.766406946431
19,0.7998388290420094,129.9645504016568,0.8011904458775863,9.295801567862028,0.6419061305655264,777707.3411015952,0.26695894326877945,5.363462851084641,0.8011904458775869,9.798635210469428,0.797531534002431,6404.766406946431
