gen,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,dvac,dvac_NMDF,dtap,dtap_NMDF
1,1.0,125.21549333898648,1.0,8.975143937532762,1.0,805532.0869943105,1.0,1.188038677442165,1.0,8.97514393753276
2,0.9994447291565975,125.21549333898648,1.0,8.9829580265644,1.0,806935.3490701793,1.0,1.4762363983425204,1.0,8.98295802656441
3,0.9980687145706615,125.21549333898648,0.9972036701748468,8.9829580265644,0.9944151598101834,806935.3490701793,1.0,8.067320068648996,0.997203670174846,8.98295802656441
4,0.9811861559603482,125.21549333898648,0.9807077775908384,8.9829580265644,0.9617877450271605,806935.3490701793,0.0849849698323812,8.067320068648996,0.9807077775908378,8.98295802656441
5,0.9730121214581561,125.21549333898648,0.9712002474996242,8.9829580265644,0.9432299207433301,806935.3490701793,0.46929687497402905,8.067320068648996,0.9712002474996234,8.98295802656441
6,0.9411269671429563,125.21549333898648,0.9394593814522542,8.9829580265644,0.8825839293986497,806935.3490701793,0.44151345358944716,8.067320068648996,0.9394593814522528,8.98295802656441
7,0.9762105969359568,125.21549333898648,0.9747855877864757,8.9829580265644,0.9502069421562236,806935.3490701793,0.4833740645692833,8.067320068648996,0.9747855877864748,8.98295802656441
8,0.9364376657305951,125.21549333898648,0.935463320346925,8.9829580265644,0.875091623714491,806935.3490701793,0.7796057005903759,8.067320068648996,0.9354633203469234,8.98295802656441
9,0.9188582349439046,125.21549333898648,0.9175148072014704,8.9829580265644,0.8418334214339499,806935.3490701793,0.14047980262094442,8.067320068648996,0.9175148072014695,8.98295802656441
10,0.9019489032181298,125.21549333898648,0.9008912649687383,8.9829580265644,0.8116050712969729,806935.3490701793,0.7668814190275027,8.067320068648996,0.9008912649687378,8.98295802656441
11,0.9190376692014289,125.21549333898648,0.9181658325540152,8.9829580265644,0.8430284960696077,806935.3490701793,1.0,12.513180128238512,0.9181658325540151,8.98295802656441
12,0.9138154032508785,125.21549333898648,0.914271221517764,8.9829580265644,0.8358918664955833,806935.3490701793,0.45549409832634485,12.513180128238512,0.9142712215177633,8.98295802656441
13,0.8901844300619448,125.21549333898648,0.8892165273070702,8.9829580265644,0.7907060324360436,806935.3490701793,0.2896273308671829,12.513180128238512,0.8892165273070689,8.98295802656441
14,0.8663864984285057,125.21549333898648,0.8659807553439278,8.9829580265644,0.7499226686260371,806935.3490701793,0.11270871979493222,12.513180128238512,0.8659807553439262,8.98295802656441
15,0.8803042680478982,125.21549333898648,0.8787912170126652,8.9829580265644,0.7722740030985985,806935.3490701793,0.18949674597353283,12.513180128238512,0.8787912170126635,8.98295802656441
16,0.8529642379381245,125.21549333898648,0.8535300276730537,8.9829580265644,0.7285135081395632,806935.3490701793,0.1695780961870067,12.513180128238512,0.8535300276730533,8.98295802656441
17,0.8691750483010708,125.21549333898648,0.8682414026975304,8.9829580265644,0.753843133358174,806935.3490701793,0.11519315240769952,12.513180128238512,0.8682414026975296,8.98295802656441
18,0.8375000139889245,125.21549333898648,0.8377203160907297,8.9829580265644,0.7017753279911518,806935.3490701793,0.32111653503915405,12.513180128238512,0.8377203160907295,8.98295802656441
19,0.8434997941377904,125.21549333898648,0.8433396224719467,8.9829580265644,0.7112217188311248,806935.3490701793,0.30988026583778644,12.513180128238512,0.8433396224719462,8.98295802656441
20,0.8105756117854953,125.21549333898648,0.8099411169888122,8.9829580265644,0.6560046129890835,806935.3490701793,0.09598164680750727,12.513180128238512,0.8099411169888113,8.98295802656441
21,0.8412591796264337,125.21549333898648,0.840725418498449,8.9829580265644,0.7068192293093919,806935.3490701793,0.06863531864004092,12.513180128238512,0.8407254184984487,8.98295802656441
22,0.8030411598496359,125.21549333898648,0.8025643850421361,8.9829580265644,0.6441095921380618,806935.3490701793,0.03382173513691958,12.513180128238512,0.8025643850421358,8.98295802656441
23,0.8042372326566741,125.21549333898648,0.8053198644193827,8.9829580265644,0.6485400840284515,806935.3490701793,0.11415435614431464,12.513180128238512,0.8053198644193816,8.98295802656441
24,0.8046209645467488,125.21549333898648,0.805810980636607,8.9829580265644,0.6493313365145283,806935.3490701793,0.055814795357865196,12.513180128238512,0.8058109806366057,8.98295802656441
25,0.7938057515353216,125.21549333898648,0.7945498823462503,8.9829580265644,0.6313095155364403,806935.3490701793,0.37217156782667254,12.513180128238512,0.7945498823462503,8.98295802656441
26,0.7893949358225273,125.21549333898648,0.7880476780642673,8.9829580265644,0.6210191429024817,806935.3490701793,0.18811170159825938,12.513180128238512,0.7880476780642663,8.98295802656441
27,0.7727737527173798,125.21549333898648,0.7727939119699077,8.9829580265644,0.5972104303777528,806935.3490701793,0.11110288321889868,12.513180128238512,0.7727939119699071,8.98295802656441
28,0.770237170479461,125.21549333898648,0.7704300689354282,8.9829580265644,0.5935624911198478,806935.3490701793,0.22452809152843065,12.513180128238512,0.7704300689354276,8.98295802656441
29,0.7847124490713989,125.21549333898648,0.7854826298965002,8.9829580265644,0.6169829618691214,806935.3490701793,0.107547463415899,12.513180128238512,0.7854826298964994,8.98295802656441
30,0.7629147411916983,125.21549333898648,0.7632896985367358,8.9829580265644,0.5826111638922997,806935.3490701793,0.15702055547492755,12.513180128238512,0.7632896985367349,8.98295802656441
31,0.7555712382439294,125.21549333898648,0.7564661165257441,8.9829580265644,0.5722409854515398,806935.3490701793,0.1553500402084565,12.513180128238512,0.7564661165257434,8.98295802656441
32,0.7453269721890639,125.21549333898648,0.7457933262716495,8.9829580265644,0.5562076855113306,806935.3490701793,0.1379914550199142,12.513180128238512,0.7457933262716492,8.98295802656441
33,0.7262522326853306,125.21549333898648,0.7276502991462105,8.9829580265644,0.5294749578475685,806935.3490701793,0.13456149715098784,12.513180128238512,0.7276502991462096,8.98295802656441
34,0.7422734437490491,125.21549333898648,0.7447066306621145,8.9829580265644,0.554587965752118,806935.3490701793,0.10342261209998614,12.513180128238512,0.7447066306621136,8.98295802656441
35,0.7375375962900528,125.21549333898648,0.738649828166598,8.9829580265644,0.5456035686505442,806935.3490701793,0.2036286507545062,12.513180128238512,0.7386498281665975,8.98295802656441
