gen,dmd,dmd_NMDF,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF
1,1.0,493.5310994959278,1.0,52.41804211693752,1.0,20.32916754408542,1.0,165310.02121419826
2,1.0,523.9622681552123,0.9402861194780596,52.41804211693752,0.9462909403946467,20.32916754408542,0.8954665438729857,165310.02121419826
3,0.8775430705678481,523.9622681552123,1.0,53.18276323493423,1.0,20.71862386233908,1.0,171704.5498996346
4,0.9600869054268699,523.9622681552123,0.9711509648056155,53.18276323493423,0.9707168578202188,20.71862386233908,0.9422912180563574,171704.5498996346
5,0.9403669493380598,523.9622681552123,0.9091609400451137,53.18276323493423,0.9088005580186659,20.71862386233908,0.8259184542550378,171704.5498996346
6,0.9002572370979377,523.9622681552123,0.9169253870980917,53.18276323493423,0.9153611863797148,20.71862386233908,0.8378861015304784,171704.5498996346
7,0.9018775208236676,523.9622681552123,0.9435194080918873,53.18276323493423,0.9424569774055573,20.71862386233908,0.88822515426042,171704.5498996346
8,0.9136769673997707,523.9622681552123,0.9528217070200222,53.18276323493423,0.9533166895236229,20.71862386233908,0.908812710524278,171704.5498996346
9,0.9181073193784095,523.9622681552123,0.871044018671739,53.18276323493423,0.8722951444416953,20.71862386233908,0.7608988190165571,171704.5498996346
10,0.8595165060391294,523.9622681552123,0.8785675666236914,53.18276323493423,0.8787695382709931,20.71862386233908,0.7722359013930141,171704.5498996346
11,0.9109074417202309,523.9622681552123,0.8896859430346266,53.18276323493423,0.890623574943694,20.71862386233908,0.7932103522454853,171704.5498996346
12,0.8581664099501283,523.9622681552123,0.8856934277995037,53.18276323493423,0.8855145635973197,20.71862386233908,0.7841360423429514,171704.5498996346
13,0.8348382911021409,523.9622681552123,0.8368267640169873,53.18276323493423,0.8349997274438704,20.71862386233908,0.6972245448313373,171704.5498996346
14,0.8428221832929901,523.9622681552123,0.8843502181330324,53.18276323493423,0.883770445410986,20.71862386233908,0.7810502001819326,171704.5498996346
15,0.8438516556555898,523.9622681552123,0.8498546561395457,53.18276323493423,0.8471948432126324,20.71862386233908,0.7177391023660776,171704.5498996346
16,0.7977588787709764,523.9622681552123,0.7643773693358641,53.18276323493423,0.7646054783244368,20.71862386233908,0.5846215374837399,171704.5498996346
17,0.8192924619021069,523.9622681552123,0.8379805789090028,53.18276323493423,0.8361862776035217,20.71862386233908,0.6992074908524337,171704.5498996346
18,0.8650178695725222,523.9622681552123,0.8187342733277779,53.18276323493423,0.8190560676387093,20.71862386233908,0.6708528419357855,171704.5498996346
19,0.7894677491085587,523.9622681552123,0.7290543808679208,53.18276323493423,0.7322602232060592,20.71862386233908,0.5362050344897868,171704.5498996346
20,0.8276011341700601,523.9622681552123,0.8268565417183236,53.18276323493423,0.8254867089542435,20.71862386233908,0.6814283066601085,171704.5498996346
21,0.8062247981051985,523.9622681552123,0.7615781732897774,53.18276323493423,0.7614342317001761,20.71862386233908,0.5797820892048365,171704.5498996346
22,0.8048028452274071,523.9622681552123,0.7434118034911922,53.18276323493423,0.7429823706983646,20.71862386233908,0.5520228031685621,171704.5498996346
23,0.6583112841057949,523.9622681552123,0.7181732358983662,53.18276323493423,0.7205775430767619,20.71862386233908,0.5192319955865423,171704.5498996346
24,0.7768932409277062,523.9622681552123,0.7781618746184635,53.18276323493423,0.7764041955720826,20.71862386233908,0.6028034749019322,171704.5498996346
25,0.8754017340055372,523.9622681552123,0.7780710034520505,53.18276323493423,0.7812742510667967,20.71862386233908,0.7629868192249785,171704.5498996346
26,0.803594912507707,523.9622681552123,0.72398499885588,53.18276323493423,0.7229534107278272,20.71862386233908,0.5226616340829977,171704.5498996346
27,0.7483040903734265,523.9622681552123,0.6947261797817785,53.18276323493423,0.6954000777800577,20.71862386233908,0.48358126817650937,171704.5498996346
28,0.7687486126439849,523.9622681552123,0.6973730212145882,53.18276323493423,0.6965212658780606,20.71862386233908,0.48514187382037516,171704.5498996346
29,0.64978271137702,523.9622681552123,0.7404631877533097,53.18276323493423,0.7387369843860949,20.71862386233908,0.5457323320998613,171704.5498996346
30,0.6664309680603796,523.9622681552123,0.7046097184757117,53.18276323493423,0.7041618524981094,20.71862386233908,0.4958439145135696,171704.5498996346
31,0.6615478483418673,523.9622681552123,0.6707804804901994,53.18276323493423,0.6719201737527024,20.71862386233908,0.45147671989586236,171704.5498996346
32,0.6382184363392072,523.9622681552123,0.6485715355763605,53.18276323493423,0.6498026508557436,20.71862386233908,0.4222434850591514,171704.5498996346
33,0.6417105909113436,523.9622681552123,0.6478567445460839,53.18276323493423,0.6490849751653678,20.71862386233908,0.42131130498542635,171704.5498996346
34,0.6694848707123269,523.9622681552123,0.6361750196145357,53.18276323493423,0.6358586299895367,20.71862386233908,0.40431619733217017,171704.5498996346
35,0.6415910550450952,523.9622681552123,0.6455988308956685,53.18276323493423,0.6448917677746826,20.71862386233908,0.4158853921435547,171704.5498996346
36,0.6426284395353546,523.9622681552123,0.6495377680300354,53.18276323493423,0.6487999723568854,20.71862386233908,0.4209414041302945,171704.5498996346
37,0.6449436150768281,523.9622681552123,0.6308247107457364,53.18276323493423,0.6288428223073632,20.71862386233908,0.39544329516748916,171704.5498996346
38,0.6759843496633072,523.9622681552123,0.6141246027124732,53.18276323493423,0.6119098584539249,20.71862386233908,0.3744336748731022,171704.5498996346
39,0.606854062011432,523.9622681552123,0.6022786610238395,53.18276323493423,0.6074912346599162,20.71862386233908,0.3690456001886291,171704.5498996346
40,0.5676281188286558,523.9622681552123,0.5567850943323325,53.18276323493423,0.5546812040833407,20.71862386233908,0.3076712381633446,171704.5498996346
41,0.5568423100888823,523.9622681552123,0.5699419471274872,53.18276323493423,0.5683576262476168,20.71862386233908,0.3230303913138251,171704.5498996346
42,0.5752726484876778,523.9622681552123,0.5604682595901411,53.18276323493423,0.559168663066969,20.71862386233908,0.3126695937561016,171704.5498996346
43,0.540161625088705,523.9622681552123,0.5503450162403758,53.18276323493423,0.5514566015500465,20.71862386233908,0.30410438339312695,171704.5498996346
44,0.5102134580774883,523.9622681552123,0.5585677804816164,53.18276323493423,0.5583259774075258,20.71862386233908,0.3117278970480689,171704.5498996346
45,0.5067120333132092,523.9622681552123,0.5387587254763705,53.18276323493423,0.5392917800106896,20.71862386233908,0.2908356239870977,171704.5498996346
46,0.5604631025861464,523.9622681552123,0.5481048483826042,53.18276323493423,0.5497560567625418,20.71862386233908,0.3022317219470988,171704.5498996346
47,0.48266238304119774,523.9622681552123,0.5255381460079187,53.18276323493423,0.5257874861503036,20.71862386233908,0.2764524805922555,171704.5498996346
48,0.5158693950284082,523.9622681552123,0.5068176418656454,53.18276323493423,0.5062688583633315,20.71862386233908,0.25630815694851034,171704.5498996346
49,0.4912263112817648,523.9622681552123,0.516508132715456,53.18276323493423,0.5162650303682713,20.71862386233908,0.26652958158115175,171704.5498996346
50,0.9977587565648085,523.9622681552123,0.6505856501424366,53.18276323493423,0.6818245512425094,20.71862386233908,0.5811058983463118,171704.5498996346
51,0.5058466637803987,523.9622681552123,0.46300016716272857,53.18276323493423,0.4633982851073047,20.71862386233908,0.21473797064039093,171704.5498996346
52,0.4956095634746226,523.9622681552123,0.46472567325533326,53.18276323493423,0.4639945949475779,20.71862386233908,0.2152909841405667,171704.5498996346
53,0.46607097069673603,523.9622681552123,0.47434677512321916,53.18276323493423,0.47302266856176867,20.71862386233908,0.22375044497329658,171704.5498996346
54,0.4150351712839715,523.9622681552123,0.4411396176114093,53.18276323493423,0.4408607406245118,20.71862386233908,0.19435819262399293,171704.5498996346
55,0.42705348813263067,523.9622681552123,0.41608360884661233,53.18276323493423,0.41689649643305565,20.71862386233908,0.17380268873815624,171704.5498996346
56,0.48791926136076935,523.9622681552123,0.4230276586310983,53.18276323493423,0.42382192991844264,20.71862386233908,0.17962502827979362,171704.5498996346
57,0.42531256619779395,523.9622681552123,0.41598223267377654,53.18276323493423,0.4164762063498926,20.71862386233908,0.1734524304555982,171704.5498996346
58,0.42096450408169034,523.9622681552123,0.42744753870512536,53.18276323493423,0.4267357386789413,20.71862386233908,0.18210339066586165,171704.5498996346
59,0.4040933934935851,523.9622681552123,0.41049402816083774,53.18276323493423,0.40971953151365104,20.71862386233908,0.16787009450376544,171704.5498996346
60,0.38221730677395566,523.9622681552123,0.3716459237290353,53.18276323493423,0.3711215879096271,20.71862386233908,0.13773123301256274,171704.5498996346
61,0.3407997842144405,523.9622681552123,0.37240218432470074,53.18276323493423,0.37167465218475365,20.71862386233908,0.13814204707665687,171704.5498996346
62,0.41632505509366585,523.9622681552123,0.36996361061147415,53.18276323493423,0.36946791745578583,20.71862386233908,0.13650654202911502,171704.5498996346
63,0.33690292427996665,523.9622681552123,0.3611493031859274,53.18276323493423,0.36109764029812336,20.71862386233908,0.13039150582887235,171704.5498996346
64,0.35587851458516734,523.9622681552123,0.34865468787888293,53.18276323493423,0.34920845856093513,20.71862386233908,0.12194654753050431,171704.5498996346
65,0.3411467506720564,523.9622681552123,0.3421900936498124,53.18276323493423,0.34220069740775727,20.71862386233908,0.11710131730635559,171704.5498996346
66,0.3099123838297806,523.9622681552123,0.34732200228916943,53.18276323493423,0.34795858426937515,20.71862386233908,0.12107517636674782,171704.5498996346
67,0.3576869257815446,523.9622681552123,0.3225117741104225,53.18276323493423,0.32237118261910525,20.71862386233908,0.10392317938324015,171704.5498996346
68,0.3232642211436222,523.9622681552123,0.3094956895484536,53.18276323493423,0.3092966590121879,20.71862386233908,0.09566442327610154,171704.5498996346
69,0.33471993801747874,523.9622681552123,0.318490255367518,53.18276323493423,0.31812643245288413,20.71862386233908,0.10120442702519922,171704.5498996346
70,0.29439730461008073,523.9622681552123,0.2906232670872542,53.18276323493423,0.29133051452181513,20.71862386233908,0.08487346869154537,171704.5498996346
71,0.31067484158706987,523.9622681552123,0.2773727140702761,53.18276323493423,0.279207066650912,20.71862386233908,0.07795658606780685,171704.5498996346
72,0.2735652126448195,523.9622681552123,0.2764539558809964,53.18276323493423,0.27593617448020263,20.71862386233908,0.07614077238676854,171704.5498996346
73,0.2629946471046623,523.9622681552123,0.27254488678655103,53.18276323493423,0.27208094604938116,20.71862386233908,0.07402804120312616,171704.5498996346
74,0.2600861742952121,523.9622681552123,0.2576502384469296,53.18276323493423,0.25695860249003966,20.71862386233908,0.06602772339363429,171704.5498996346
75,0.6719682473280151,523.9622681552123,0.47949391118828416,53.18276323493423,0.5715652855157836,20.71862386233908,0.40835859450842377,171704.5498996346
76,0.22838835862551096,523.9622681552123,0.231602754329254,53.18276323493423,0.2309951235632704,20.71862386233908,0.053358747110010415,171704.5498996346
77,0.22702302238976432,523.9622681552123,0.2241094510421731,53.18276323493423,0.22374887394834547,20.71862386233908,0.05006355859315245,171704.5498996346
78,0.22731103102731737,523.9622681552123,0.217228961428952,53.18276323493423,0.21640161348780704,20.71862386233908,0.04682965832012629,171704.5498996346
79,0.20628163321958196,523.9622681552123,0.2103750843682385,53.18276323493423,0.21008088801208716,20.71862386233908,0.044133979507947105,171704.5498996346
80,0.19784774076823902,523.9622681552123,0.19031870840473808,53.18276323493423,0.1897482511457486,20.71862386233908,0.03600439881286975,171704.5498996346
81,0.195100302270845,523.9622681552123,0.18302727066359503,53.18276323493423,0.1825654375631779,20.71862386233908,0.03333013899263464,171704.5498996346
82,0.19290590982759026,523.9622681552123,0.171371482029568,53.18276323493423,0.17078829767045053,20.71862386233908,0.029168642621170207,171704.5498996346
83,0.1723610731146274,523.9622681552123,0.16565051456229304,53.18276323493423,0.16618453943141664,20.71862386233908,0.027617301146032055,171704.5498996346
84,0.16300288444175923,523.9622681552123,0.1546206020892662,53.18276323493423,0.15440919921023258,20.71862386233908,0.023842200800745332,171704.5498996346
85,0.15136741061312808,523.9622681552123,0.14198985168547823,53.18276323493423,0.14198586414554043,20.71862386233908,0.02015998561715576,171704.5498996346
86,0.14952278549957998,523.9622681552123,0.13263918026614685,53.18276323493423,0.13267033315994606,20.71862386233908,0.017601417300771246,171704.5498996346
87,0.13672853417734004,523.9622681552123,0.12884460062572323,53.18276323493423,0.1286313143979932,20.71862386233908,0.016546015043755014,171704.5498996346
88,0.12121100398595083,523.9622681552123,0.11952436582219429,53.18276323493423,0.11952149551456952,20.71862386233908,0.014285387890039143,171704.5498996346
89,0.11621584776268179,523.9622681552123,0.10893236278472303,53.18276323493423,0.10896162380509178,20.71862386233908,0.011872635462242393,171704.5498996346
90,0.11065269178531635,523.9622681552123,0.10438088205568398,53.18276323493423,0.10418685706574665,20.71862386233908,0.010854901185238233,171704.5498996346
91,0.093053620975201,523.9622681552123,0.0893518454599205,53.18276323493423,0.08910851955615018,20.71862386233908,0.007940328257488666,171704.5498996346
92,0.07826200202916439,523.9622681552123,0.07974326680586709,53.18276323493423,0.07965636811253711,20.71862386233908,0.006345136980879939,171704.5498996346
93,0.06243583058201766,523.9622681552123,0.06705422526181039,53.18276323493423,0.06699162436588159,20.71862386233908,0.004487877735179355,171704.5498996346
94,0.06125303490715521,523.9622681552123,0.05827070662389402,53.18276323493423,0.05828982822631855,20.71862386233908,0.003397704074653726,171704.5498996346
95,0.052757842435102474,523.9622681552123,0.049582034732378155,53.18276323493423,0.049559151986329854,20.71862386233908,0.0024561095456041896,171704.5498996346
96,0.0358808084175858,523.9622681552123,0.040534698672881925,53.18276323493423,0.04042664460026718,20.71862386233908,0.0016343135936361236,171704.5498996346
97,0.032920466442589,523.9622681552123,0.0290031159511725,53.18276323493423,0.02902319325438684,20.71862386233908,0.000842345746681805,171704.5498996346
98,0.018620969458768653,523.9622681552123,0.019120788059213818,53.18276323493423,0.01909283411062821,20.71862386233908,0.00036453631437590475,171704.5498996346
99,0.009797871161038236,523.9622681552123,0.009976698545096684,53.18276323493423,0.009962337393146165,20.71862386233908,9.924816633512326e-05,171704.5498996346
