gen,dmd,dmd_NMDF,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF
1,1.0,512.223464579322,1.0,50.74028295121825,1.0,19.70898613151729,1.0,155377.65373293645
2,1.0,515.312608713363,1.0,51.680072289529136,1.0,20.07062092459759,1.0,161131.9297195576
3,1.0,522.1583300130919,0.9752028865347152,51.680072289529136,0.9787676942281864,20.07062092459759,0.9579861992647619,161131.9297195576
4,0.950193008795588,522.1583300130919,1.0,52.21455575313112,1.0,20.327005415062708,1.0,165274.85965759523
5,1.0,544.2736487160498,0.9763949551322728,52.21455575313112,0.9764259966643255,20.327005415062708,0.9534077269619224,165274.85965759523
6,0.8669742678888738,544.2736487160498,0.9414005438352167,52.21455575313112,0.9421980129540748,20.327005415062708,0.8877370956146076,165274.85965759523
7,0.9206038918721435,544.2736487160498,0.9545951661820322,52.21455575313112,0.9558860398372933,20.327005415062708,0.913718121155824,165274.85965759523
8,0.9018052232988232,544.2736487160498,0.9129186853633299,52.21455575313112,0.9161865864690898,20.327005415062708,0.8393978612258842,165274.85965759523
9,0.931640688117075,544.2736487160498,0.9242405617935449,52.21455575313112,0.9251480590675487,20.327005415062708,0.8558989311964541,165274.85965759523
10,0.9975600992886176,544.2736487160498,0.9151579865152933,52.21455575313112,0.9136615086353047,20.327005415062708,0.8347773523617414,165274.85965759523
11,0.8666515035194584,544.2736487160498,0.9164232861600382,52.21455575313112,0.9181949033250898,20.327005415062708,0.8430818804921726,165274.85965759523
12,0.9392193529560572,544.2736487160498,0.9076391467103075,52.21455575313112,0.9077012976422869,20.327005415062708,0.8239216457414925,165274.85965759523
13,0.8425577978898088,544.2736487160498,0.8641980093398316,52.21455575313112,0.8662096380618584,20.327005415062708,0.7503191370712565,165274.85965759523
14,0.9021081581766444,544.2736487160498,0.8382296799545255,52.21455575313112,0.8384339909725802,20.327005415062708,0.7029715572182096,165274.85965759523
15,0.9082186984239876,544.2736487160498,0.8639915729717866,52.21455575313112,0.8682891740630486,20.327005415062708,0.7539260897950908,165274.85965759523
16,0.861965436854403,544.2736487160498,0.8998943702119698,52.21455575313112,0.8997394694472023,20.327005415062708,0.8095311128811331,165274.85965759523
17,0.8720929196150888,544.2736487160498,0.8343381334655602,52.21455575313112,0.8329811213828308,20.327005415062708,0.6938575485801999,165274.85965759523
18,0.849902578336217,544.2736487160498,0.8434386201701757,52.21455575313112,0.843495478481901,20.327005415062708,0.7114846222194119,165274.85965759523
19,0.812893419413708,544.2736487160498,0.8176096012521133,52.21455575313112,0.8178698416329551,20.327005415062708,0.6689110778527158,165274.85965759523
20,0.8635201505225217,544.2736487160498,0.8219859289926441,52.21455575313112,0.8267331005467922,20.327005415062708,0.6834876195397134,165274.85965759523
21,0.7788350363741763,544.2736487160498,0.7475946259901816,52.21455575313112,0.750356414697571,20.327005415062708,0.5630347490777952,165274.85965759523
22,0.8310469987558629,544.2736487160498,0.8619665583588898,52.21455575313112,0.8599763926696187,20.327005415062708,0.7395593959490517,165274.85965759523
23,0.7926410366019614,544.2736487160498,0.790485230958349,52.21455575313112,0.7899687786691454,20.327005415062708,0.6240506712720224,165274.85965759523
24,0.7904609616077481,544.2736487160498,0.7832069827012242,52.21455575313112,0.7846824678512444,20.327005415062708,0.615726575353119,165274.85965759523
25,0.7541368321893184,544.2736487160498,0.7141493214220601,52.21455575313112,0.7158901403282933,20.327005415062708,0.5124986930192642,165274.85965759523
26,0.8096350066000674,544.2736487160498,0.7903386383035552,52.21455575313112,0.7942385896826271,20.327005415062708,0.6308149373410487,165274.85965759523
27,0.8141491743604342,544.2736487160498,0.7823375803394201,52.21455575313112,0.7836874118204189,20.327005415062708,0.614165959445789,165274.85965759523
28,0.8692972913191425,544.2736487160498,0.7848162906500131,52.21455575313112,0.7879692540600668,20.327005415062708,0.6208955453439785,165274.85965759523
29,0.7147706443920198,544.2736487160498,0.7435633341979876,52.21455575313112,0.7477403110883354,20.327005415062708,0.5591155728264814,165274.85965759523
30,0.727855758894884,544.2736487160498,0.7011519097150742,52.21455575313112,0.7076878596314725,20.327005415062708,0.5008221066697762,165274.85965759523
31,0.7597049663612458,544.2736487160498,0.7536602355412055,52.21455575313112,0.756400745678554,20.327005415062708,0.5721420880630725,165274.85965759523
32,0.7571176424270031,544.2736487160498,0.7463702666619851,52.21455575313112,0.7490668362100272,20.327005415062708,0.5611011251097004,165274.85965759523
33,0.7959772793366287,544.2736487160498,0.73017982943382,52.21455575313112,0.7345335455958455,20.327005415062708,0.5395395296056039,165274.85965759523
34,0.7742221311072659,544.2736487160498,0.6957464948873876,52.21455575313112,0.6977027597974658,20.327005415062708,0.48678914102900006,165274.85965759523
35,0.8180494022289928,544.2736487160498,0.6884254580245247,52.21455575313112,0.6930274472407427,20.327005415062708,0.480287042629021,165274.85965759523
36,0.8411513885372409,544.2736487160498,0.7212051030290205,52.21455575313112,0.7233641072402391,20.327005415062708,0.5232556316434673,165274.85965759523
37,0.7785274224041794,544.2736487160498,0.7376445916144814,52.21455575313112,0.7395871773150069,20.327005415062708,0.5469891928487806,165274.85965759523
38,0.7171895352787685,544.2736487160498,0.7129365395315542,52.21455575313112,0.7161755319089765,20.327005415062708,0.5129073925051059,165274.85965759523
39,0.7602577615138365,544.2736487160498,0.7239593611552438,52.21455575313112,0.7282827550946411,20.327005415062708,0.5303957713682408,165274.85965759523
40,0.7558135625649799,544.2736487160498,0.6679539433284243,52.21455575313112,0.6733035410948867,20.327005415062708,0.45333765845091306,165274.85965759523
