gen,dmid,dmid_NMDF,dpw,dpw_NMDF,dtd,dtd_NMDF,dmi,dmi_NMDF,drad,drad_NMDF,dmst,dmst_NMDF
1,1.0,5940.504575463765,1.0,123.7955229462956,1.0,8.862129230065792,1.0,706836.0104134781,1.0,7442.317587033696,1.0,6147.554172006096
2,1.0,6074.424667669066,0.9964529319866618,123.7955229462956,0.9973213098980789,8.862129230065792,0.9946497951768196,706836.0104134781,1.0,7561.5491512948365,1.0,6180.541167553971
3,0.9840589064117113,6074.424667669066,0.9991601203473043,123.7955229462956,0.9996869896161601,8.862129230065792,0.9993740772078211,706836.0104134781,1.0,7632.463741860525,0.9999713683660073,6180.541167553971
4,0.9494979580607472,6074.424667669066,1.0,123.89297461935597,1.0,8.873000094705684,1.0,708571.1761258235,0.9790064870349209,7632.463741860525,0.9683482658201242,6180.541167553971
5,0.9409736203605961,6074.424667669066,0.9817031170638165,123.89297461935597,0.9823456421811184,8.873000094705684,0.9650029607122331,708571.1761258235,0.968580513969563,7632.463741860525,0.9579418358738422,6180.541167553971
6,0.9314461874631034,6074.424667669066,0.9544487867477166,123.89297461935597,0.9547850191605699,8.873000094705684,0.9116144328134497,708571.1761258235,0.9487030892900614,7632.463741860525,0.9416921042026504,6180.541167553971
7,0.9084028337558882,6074.424667669066,0.935070837542387,123.89297461935597,0.9354339799517526,8.873000094705684,0.8750367308483753,708571.1761258235,0.948380223157648,7632.463741860525,0.9223488719725546,6180.541167553971
8,0.8764816973820063,6074.424667669066,0.9101503583452205,123.89297461935597,0.9114689036900908,8.873000094705684,0.8307755623940158,708571.1761258235,0.8875660840937899,7632.463741860525,0.8906964787809069,6180.541167553971
9,0.9297366815450712,6074.424667669066,0.9224425619300851,123.89297461935597,0.9218432485572385,8.873000094705684,0.8497949749105627,708571.1761258235,0.932220204310276,7632.463741860525,0.9357736501807616,6180.541167553971
10,0.9211709476414401,6074.424667669066,0.9306864642706908,123.89297461935597,0.92984075240726,8.873000094705684,0.8646038248372991,708571.1761258235,0.9311947142406826,7632.463741860525,0.9324213032945733,6180.541167553971
11,0.9329380046943485,6074.424667669066,0.9349440963158276,123.89297461935597,0.9341674333166852,8.873000094705684,0.8726687934694842,708571.1761258235,0.9316992865419054,7632.463741860525,0.945995712661547,6180.541167553971
12,0.8904119259025752,6074.424667669066,0.9013779610783582,123.89297461935597,0.9020059289115959,8.873000094705684,0.813614695791672,708571.1761258235,0.9071796903515097,7632.463741860525,0.8968232349730836,6180.541167553971
13,0.8363276677856957,6074.424667669066,0.8662057287565308,123.89297461935597,0.8682304299446586,8.873000094705684,0.7538240794818883,708571.1761258235,0.8795669396481759,7632.463741860525,0.8428606541220639,6180.541167553971
14,0.8358010689012246,6074.424667669066,0.8567249797198789,123.89297461935597,0.8572962187738388,8.873000094705684,0.7349568067239222,708571.1761258235,0.8535930271386738,7632.463741860525,0.8483938519776316,6180.541167553971
15,0.8545879153181848,6074.424667669066,0.8514771519416509,123.89297461935597,0.8516578595388703,8.873000094705684,0.7253211097143297,708571.1761258235,0.8535118545174443,7632.463741860525,0.8558135585576253,6180.541167553971
16,0.84984471249273,6074.424667669066,0.8676815154439163,123.89297461935597,0.8681681168820933,8.873000094705684,0.7537158791705998,708571.1761258235,0.859617986836743,7632.463741860525,0.8551454104711443,6180.541167553971
17,0.8800059260843615,6074.424667669066,0.8773905999970762,123.89297461935597,0.8779783776802057,8.873000094705684,0.7708460316739663,708571.1761258235,0.8945943089341357,7632.463741860525,0.8839555191707683,6180.541167553971
18,0.8129102154042053,6074.424667669066,0.8563718501371825,123.89297461935597,0.8568014760921958,8.873000094705684,0.7341087694337656,708571.1761258235,0.8360643526651386,7632.463741860525,0.8332176348227188,6180.541167553971
19,0.8826759515064521,6074.424667669066,0.8732738030394689,123.89297461935597,0.8728669161810282,8.873000094705684,0.7618966533633779,708571.1761258235,0.8802756868003968,7632.463741860525,0.8943026331033533,6180.541167553971
20,0.8290263461274164,6074.424667669066,0.830573520192084,123.89297461935597,0.8313558389313908,8.873000094705684,0.6911525309253173,708571.1761258235,0.8444673363489523,7632.463741860525,0.8381389687250864,6180.541167553971
21,0.8520570189148113,6074.424667669066,0.858794994090559,123.89297461935597,0.8586288432752504,8.873000094705684,0.7372434905041947,708571.1761258235,0.8555400624228383,7632.463741860525,0.8628351720695115,6180.541167553971
22,0.8040734267947633,6074.424667669066,0.8029391095059827,123.89297461935597,0.8039773710259961,8.873000094705684,0.6463796131218718,708571.1761258235,0.8097245233622312,7632.463741860525,0.8121134692008477,6180.541167553971
23,0.7926105606543716,6074.424667669066,0.8151278583767313,123.89297461935597,0.8151565004965217,8.873000094705684,0.664480120301736,708571.1761258235,0.8030638076836396,7632.463741860525,0.8083136898521277,6180.541167553971
24,0.8167254374180084,6074.424667669066,0.8175402817800763,123.89297461935597,0.819517760031349,8.873000094705684,0.6716093590068004,708571.1761258235,0.8276891873542149,7632.463741860525,0.8181263070235687,6180.541167553971
25,0.805879363300419,6074.424667669066,0.8061206825317524,123.89297461935597,0.8069077245933602,8.873000094705684,0.6511000760084343,708571.1761258235,0.8092493221462597,7632.463741860525,0.8076578899120447,6180.541167553971
26,0.7798742030900725,6074.424667669066,0.7923998757228923,123.89297461935597,0.793891265819735,8.873000094705684,0.630263341944862,708571.1761258235,0.7957757295472128,7632.463741860525,0.7868182679861083,6180.541167553971
