gen,dpw,dpw_NMDF,dmst,dmst_NMDF,drad,drad_NMDF,dmid,dmid_NMDF
1,1.0,128.98452125622586,1.0,6948.745062341791,1.0,8662.500101059586,1.0,6711.981405928893
2,0.9804314979896582,128.98452125622586,0.9966160559619338,6948.745062341791,0.9725830450236603,8662.500101059586,0.999923731563926,6711.981405928893
3,0.9644545616743961,128.98452125622586,0.9904046220096911,6948.745062341791,0.9847165254396005,8662.500101059586,1.0,6721.350380279546
4,0.9312480456360244,128.98452125622586,0.9334202700834262,6948.745062341791,0.9321823813778337,8662.500101059586,0.9292991084171023,6721.350380279546
5,0.935632469928513,128.98452125622586,0.9612142027946936,6948.745062341791,0.9613544781648871,8662.500101059586,0.9661770327158458,6721.350380279546
6,0.9250769386414054,128.98452125622586,0.9267902477236931,6948.745062341791,0.9157399934836284,8662.500101059586,0.9267236815303086,6721.350380279546
7,0.9104717036058753,128.98452125622586,0.9225988307260524,6948.745062341791,0.9028324249992594,8662.500101059586,0.911565807010043,6721.350380279546
8,0.8879000327622171,128.98452125622586,0.877049635402634,6948.745062341791,0.9025256599851599,8662.500101059586,0.8770409332832041,6721.350380279546
9,0.8906110665776847,128.98452125622586,0.9201549821159808,6948.745062341791,0.9018586619181358,8662.500101059586,0.9344295884828561,6721.350380279546
10,0.9052388672554589,128.98452125622586,0.916397062796089,6948.745062341791,0.9022361184219679,8662.500101059586,0.9067129469285825,6721.350380279546
11,0.8797788481758715,128.98452125622586,0.9058956956687458,6948.745062341791,0.8777256218935333,8662.500101059586,0.913336330698987,6721.350380279546
12,0.8633705936146545,128.98452125622586,0.8764190696458664,6948.745062341791,0.8593470876663899,8662.500101059586,0.8814014997693007,6721.350380279546
13,0.8462768182982385,128.98452125622586,0.852539562695611,6948.745062341791,0.8582756180597569,8662.500101059586,0.8479384883363955,6721.350380279546
14,0.8260416729356806,128.98452125622586,0.8452913512864114,6948.745062341791,0.829955384979738,8662.500101059586,0.8448594708097171,6721.350380279546
15,0.8394912545484603,128.98452125622586,0.8500270569996695,6948.745062341791,0.8412950742949599,8662.500101059586,0.8575857465119034,6721.350380279546
16,0.8421676165618582,128.98452125622586,0.8488694467365393,6948.745062341791,0.8436031792506542,8662.500101059586,0.8478787605931587,6721.350380279546
17,0.8242419348970819,128.98452125622586,0.8321007956804091,6948.745062341791,0.8300840094024412,8662.500101059586,0.8413466733441969,6721.350380279546
18,0.8252073288845876,128.98452125622586,0.8405960554596162,6948.745062341791,0.8248727444379413,8662.500101059586,0.8490923401694813,6721.350380279546
19,0.8214123084661019,128.98452125622586,0.8358959652100388,6948.745062341791,0.8157087495000003,8662.500101059586,0.836863515821287,6721.350380279546
20,0.7997948159892927,128.98452125622586,0.8132694032998137,6948.745062341791,0.8157917917454106,8662.500101059586,0.815938846112721,6721.350380279546
21,0.8033859239397174,128.98452125622586,0.8170341730466363,6948.745062341791,0.8056137440904771,8662.500101059586,0.8181767203223421,6721.350380279546
22,0.7860718319458107,128.98452125622586,0.7973452274203442,6948.745062341791,0.7867070351030769,8662.500101059586,0.7936937835983888,6721.350380279546
23,0.7775650023855122,128.98452125622586,0.7955301986779459,6948.745062341791,0.7885302804297165,8662.500101059586,0.792895396729479,6721.350380279546
24,0.7862803918173201,128.98452125622586,0.8181706569785229,6948.745062341791,0.7950426337580178,8662.500101059586,0.8245003723471822,6721.350380279546
25,0.7777707377390376,128.98452125622586,0.7698797314887197,6948.745062341791,0.7743905855772654,8662.500101059586,0.769446171643086,6721.350380279546
26,0.7856119327478152,128.98452125622586,0.7968722974804404,6948.745062341791,0.7981225667958095,8662.500101059586,0.7992860661902553,6721.350380279546
27,0.7482119304677268,128.98452125622586,0.7647022773753211,6948.745062341791,0.7704068593262602,8662.500101059586,0.7725160074650276,6721.350380279546
28,0.7533287266790726,128.98452125622586,0.7779712836645462,6948.745062341791,0.7633168902321666,8662.500101059586,0.7862590868816988,6721.350380279546
29,0.7430448010797631,128.98452125622586,0.7587639970574213,6948.745062341791,0.746551675247103,8662.500101059586,0.7726233116952833,6721.350380279546
30,0.7358258138380174,128.98452125622586,0.7473799418569161,6948.745062341791,0.7314004751534576,8662.500101059586,0.7465135720219139,6721.350380279546
31,0.7224466025147352,128.98452125622586,0.7366704425657686,6948.745062341791,0.7298215173558679,8662.500101059586,0.7379800606293712,6721.350380279546
32,0.7286840014112459,128.98452125622586,0.7220914425693902,6948.745062341791,0.7349757698113782,8662.500101059586,0.7371656922398321,6721.350380279546
33,0.7363650180037448,128.98452125622586,0.7356390956675958,6948.745062341791,0.7295662027516868,8662.500101059586,0.737964019592586,6721.350380279546
34,0.7255603004882943,128.98452125622586,0.7328132444559627,6948.745062341791,0.7327122919148418,8662.500101059586,0.7405869348754308,6721.350380279546
35,0.7123335188016486,128.98452125622586,0.7179022855706342,6948.745062341791,0.7166024213809336,8662.500101059586,0.7189050891948091,6721.350380279546
36,0.7194635552460216,128.98452125622586,0.7187042079646108,6948.745062341791,0.7264055412063714,8662.500101059586,0.7272282137246353,6721.350380279546
37,0.7042568372210293,128.98452125622586,0.7044182969351082,6948.745062341791,0.713202958917224,8662.500101059586,0.7036872957364996,6721.350380279546
38,0.7046634710068865,128.98452125622586,0.7192378963247998,6948.745062341791,0.730538627109669,8662.500101059586,0.7292130881940484,6721.350380279546
39,0.7157705817922697,128.98452125622586,0.7264075578236808,6948.745062341791,0.7327365315443535,8662.500101059586,0.7307515255288797,6721.350380279546
40,0.7044936605724419,128.98452125622586,0.7097711547941918,6948.745062341791,0.7092892861356221,8662.500101059586,0.7096806374848508,6721.350380279546
41,0.6743820583315074,128.98452125622586,0.6856611259436758,6948.745062341791,0.6828793956828091,8662.500101059586,0.6960456671454582,6721.350380279546
42,0.6893549078772395,128.98452125622586,0.6989994888549493,6948.745062341791,0.708382665820016,8662.500101059586,0.7027221399913154,6721.350380279546
43,0.6734610500890146,128.98452125622586,0.6823471372417709,6948.745062341791,0.6885952720789709,8662.500101059586,0.6928600710138383,6721.350380279546
44,0.6781857878901597,128.98452125622586,0.6877090999904624,6948.745062341791,0.6825289765109899,8662.500101059586,0.6953681847055442,6721.350380279546
45,0.6734956376333688,128.98452125622586,0.660783569602974,6948.745062341791,0.6788934005538171,8662.500101059586,0.6595539250606717,6721.350380279546
